quote_id,partner_id,claim_id,vehicle_id,yard_id,quote_date,quoted_tow_price,quoted_daily_storage_rate,free_storage_days,expected_days_in_yard,expected_billable_storage_days,estimated_total_cost_to_partner,estimated_salvage_value,net_expected_recovery,competitor_estimated_total_cost,price_gap_vs_competitor,partner_price_sensitivity_score,yard_capacity_utilization,predicted_acceptance_probability,accepted_flag,lost_reason,expected_margin,recommended_tow_price,recommended_daily_storage_rate,pricing_strategy
QTE000151,P035,CLM004144,VEH004144,YARD_DAL_01,2025-01-03,237,24,3,33,30,957,9363,8406,788,169,70,0.92,0.55,1,accepted,528,244,25,acceptance_max
QTE000152,P013,CLM000907,VEH000907,YARD_OKC_01,2025-01-09,285,33,0,24,24,1077,9674,8597,1001,76,47,1.01,0.76,1,accepted,699,294,34,margin_max
QTE000153,P008,CLM003905,VEH003905,YARD_OKC_01,2025-01-07,255,26,0,21,21,801,4624,3823,786,15,55,1.06,0.63,0,competitor_relationship,433,263,27,acceptance_max
QTE000154,P028,CLM002291,VEH002291,YARD_OKC_01,2025-04-17,409,32,0,34,34,1497,12951,11454,1655,-158,27,0.99,0.93,1,accepted,853,421,33,partner_retention
QTE000155,P014,CLM002377,VEH002377,YARD_DAL_01,2025-04-28,240,16,0,21,21,576,500,-76,544,32,65,0.77,0.64,1,accepted,199,247,17,acceptance_max
QTE000156,P013,CLM006547,VEH006547,YARD_OKC_01,2025-01-25,326,24,0,14,14,662,9729,9067,688,-26,47,0.80,0.82,0,price_too_high,307,336,25,balanced
QTE000157,P028,CLM006466,VEH006466,YARD_HOU_01,2025-06-30,389,40,0,81,81,3629,1583,-2046,3008,621,27,0.83,0.65,1,accepted,2292,401,42,balanced
QTE000158,P024,CLM002516,VEH002516,YARD_OKC_01,2025-02-23,332,32,0,65,65,2412,2657,245,2190,222,22,0.68,0.87,1,accepted,1380,342,33,balanced
QTE000159,P014,CLM004430,VEH004430,YARD_HOU_01,2025-02-05,426,14,0,50,50,1126,500,-626,1001,125,65,1.08,0.55,1,accepted,87,439,15,capacity_control
QTE000160,P026,CLM003258,VEH003258,YARD_AUS_01,2025-06-26,422,24,0,62,62,1910,500,-1410,2066,-156,96,0.64,0.39,0,price_too_high,681,388,22,margin_max
QTE000161,P019,CLM007630,VEH007630,YARD_HOU_01,2025-04-04,315,25,7,44,37,1240,500,-740,1337,-97,78,0.64,0.53,0,price_too_high,548,290,22,acceptance_max
QTE000162,P007,CLM005071,VEH005071,YARD_AUS_01,2025-05-06,330,20,3,22,19,710,1619,909,740,-30,44,0.70,0.78,1,accepted,241,340,21,balanced
QTE000163,P037,CLM007302,VEH007302,YARD_DAL_01,2025-07-11,385,21,3,64,61,1666,500,-1166,1443,223,80,0.63,0.40,0,unknown,569,354,19,capacity_control
QTE000164,P028,CLM000028,VEH000028,YARD_HOU_01,2025-01-30,412,36,0,46,46,2068,11526,9458,2629,-561,27,0.80,0.95,1,accepted,1305,424,37,acceptance_max
QTE000165,P039,CLM007232,VEH007232,YARD_AUS_01,2025-03-13,382,19,0,55,55,1427,500,-927,1562,-135,77,0.88,0.52,0,price_too_high,350,351,17,balanced
QTE000166,P019,CLM000987,VEH000987,YARD_OKC_01,2025-03-24,319,23,7,24,17,710,1046,336,738,-28,78,0.83,0.53,0,storage_fee_too_high,221,293,21,partner_retention
QTE000167,P006,CLM007953,VEH007953,YARD_AUS_01,2025-04-08,308,36,5,18,13,776,7635,6859,638,138,52,0.78,0.69,1,accepted,388,317,37,balanced
QTE000168,P028,CLM000203,VEH000203,YARD_DAL_01,2025-03-01,420,37,0,68,68,2936,13051,10115,2306,630,27,0.67,0.73,1,accepted,2013,433,38,balanced
QTE000169,P005,CLM001792,VEH001792,YARD_HOU_01,2025-01-31,452,39,3,58,55,2597,20907,18310,2246,351,32,0.77,0.91,1,accepted,1501,466,41,margin_max
QTE000170,P014,CLM007753,VEH007753,YARD_HOU_01,2025-02-17,321,19,0,86,86,1955,500,-1455,1723,232,65,0.92,0.57,0,price_too_high,568,331,20,balanced
QTE000171,P007,CLM003223,VEH003223,YARD_DAL_01,2025-07-17,311,18,3,23,20,671,6253,5582,628,43,44,0.69,0.80,1,accepted,165,320,19,partner_retention
QTE000172,P013,CLM000533,VEH000533,YARD_AUS_01,2025-05-27,288,27,0,34,34,1206,2443,1237,1111,95,47,0.95,0.72,0,storage_fee_too_high,733,297,28,balanced
QTE000173,P015,CLM006749,VEH006749,YARD_DAL_01,2025-04-26,262,27,3,15,12,586,500,-86,637,-51,18,0.90,0.95,1,accepted,261,270,28,balanced
QTE000174,P028,CLM006122,VEH006122,YARD_AUS_01,2025-05-06,467,32,0,62,62,2451,19055,16604,2933,-482,27,0.97,0.97,1,accepted,1306,481,33,balanced
QTE000175,P013,CLM008543,VEH008543,YARD_DAL_01,2025-04-09,254,33,0,32,32,1310,500,-810,1337,-27,47,0.94,0.74,1,accepted,841,262,34,margin_max
QTE000176,P002,CLM007866,VEH007866,YARD_OKC_01,2025-07-13,268,27,3,28,25,943,2511,1568,931,12,61,0.78,0.68,0,price_too_high,472,276,28,balanced
QTE000177,P003,CLM003648,VEH003648,YARD_HOU_01,2025-01-27,390,27,7,50,43,1551,6922,5371,1380,171,67,0.85,0.54,0,competitor_relationship,573,402,28,balanced
QTE000178,P018,CLM007787,VEH007787,YARD_OKC_01,2025-07-27,215,15,0,28,28,635,500,-135,579,56,58,0.80,0.66,1,accepted,236,221,16,partner_retention
QTE000179,P008,CLM005072,VEH005072,YARD_OKC_01,2025-04-23,272,25,0,33,33,1097,7345,6248,1013,84,55,0.75,0.68,1,accepted,587,280,26,balanced
QTE000180,P015,CLM008573,VEH008573,YARD_DAL_01,2025-07-25,431,25,3,70,67,2106,3339,1233,1917,189,18,0.98,0.88,1,accepted,783,444,26,margin_max
QTE000181,P013,CLM007872,VEH007872,YARD_DAL_01,2025-04-05,245,31,0,24,24,989,11861,10872,847,142,47,0.93,0.78,1,accepted,597,252,32,balanced
QTE000182,P019,CLM003145,VEH003145,YARD_DAL_01,2025-02-07,422,18,7,70,63,1556,694,-862,1414,142,78,0.40,0.48,0,price_too_high,204,388,16,acceptance_max
QTE000183,P030,CLM004897,VEH004897,YARD_OKC_01,2025-07-03,361,37,0,1,1,398,9589,9191,443,-45,50,0.51,0.78,1,accepted,150,372,38,acceptance_max
QTE000184,P035,CLM007220,VEH007220,YARD_HOU_01,2025-03-03,234,31,3,66,63,2187,6512,4325,2303,-116,70,0.58,0.59,0,price_too_high,1395,241,32,partner_retention
QTE000185,P015,CLM005580,VEH005580,YARD_OKC_01,2025-07-11,327,24,3,63,60,1767,500,-1267,1990,-223,18,0.49,0.95,1,accepted,795,337,25,acceptance_max
QTE000186,P040,CLM004764,VEH004764,YARD_HOU_01,2025-07-30,402,30,7,52,45,1752,1147,-605,1690,62,48,0.70,0.68,1,accepted,776,414,31,acceptance_max
QTE000187,P014,CLM005988,VEH005988,YARD_AUS_01,2024-12-30,210,14,0,28,28,602,500,-102,645,-43,65,0.56,0.65,1,accepted,225,216,15,balanced
QTE000188,P002,CLM003512,VEH003512,YARD_DAL_01,2025-07-30,417,32,3,47,44,1825,500,-1325,1624,201,61,0.67,0.60,1,accepted,931,430,33,partner_retention
QTE000189,P035,CLM000004,VEH000004,YARD_AUS_01,2025-02-09,366,26,3,20,17,808,6661,5853,786,22,70,0.74,0.58,1,accepted,281,377,27,balanced
QTE000190,P014,CLM008282,VEH008282,YARD_AUS_01,2025-07-14,181,18,0,63,63,1315,500,-815,1589,-274,65,1.09,0.59,1,accepted,650,186,19,balanced
QTE000191,P037,CLM002107,VEH002107,YARD_DAL_01,2025-04-17,297,26,3,25,22,869,6114,5245,679,190,80,0.73,0.45,0,price_too_high,438,273,23,margin_max
QTE000192,P023,CLM001981,VEH001981,YARD_OKC_01,2025-02-24,323,26,7,15,8,531,13577,13046,499,32,61,0.85,0.78,0,price_too_high,139,333,27,acceptance_max
QTE000193,P023,CLM007360,VEH007360,YARD_HOU_01,2025-06-08,417,28,7,60,53,1901,2449,548,1924,-23,61,0.62,0.71,0,slow_pickup,776,430,29,balanced
QTE000194,P035,CLM009044,VEH009044,YARD_HOU_01,2025-04-10,410,29,3,45,42,1628,12986,11358,1850,-222,70,0.80,0.64,1,accepted,716,422,30,partner_retention
QTE000195,P033,CLM009785,VEH009785,YARD_AUS_01,2025-01-11,250,36,0,29,29,1294,5984,4690,1235,59,51,0.72,0.73,1,accepted,895,258,37,margin_max
QTE000196,P039,CLM006603,VEH006603,YARD_DAL_01,2025-02-17,237,19,0,46,46,1111,1953,842,1042,69,77,0.83,0.50,1,accepted,525,218,17,capacity_control
QTE000197,P020,CLM003528,VEH003528,YARD_OKC_01,2025-01-06,378,42,0,67,67,3192,4645,1453,3422,-230,34,1.01,0.82,1,accepted,2111,389,44,margin_max
QTE000198,P028,CLM000718,VEH000718,YARD_DAL_01,2025-07-25,431,39,0,48,48,2303,15543,13240,2531,-228,27,0.77,0.97,1,accepted,1535,444,41,margin_max
QTE000199,P028,CLM003159,VEH003159,YARD_HOU_01,2025-02-15,478,41,0,75,75,3553,8119,4566,4208,-655,27,0.75,0.92,1,accepted,2119,492,43,balanced
QTE000200,P008,CLM008953,VEH008953,YARD_OKC_01,2025-05-25,326,21,0,36,36,1082,3535,2453,1060,22,55,0.61,0.67,1,accepted,477,336,22,acceptance_max
QTE000201,P028,CLM005472,VEH005472,YARD_OKC_01,2025-03-27,483,31,0,40,40,1723,3119,1396,1749,-26,27,0.94,0.88,1,accepted,801,497,32,balanced
QTE000202,P024,CLM002815,VEH002815,YARD_HOU_01,2025-02-25,420,32,0,8,8,676,9139,8463,728,-52,22,0.88,0.97,1,accepted,287,433,33,partner_retention
QTE000203,P021,CLM000810,VEH000810,YARD_OKC_01,2025-06-22,264,29,7,29,22,902,13660,12758,839,63,71,0.91,0.67,1,accepted,462,243,26,balanced
QTE000204,P002,CLM003062,VEH003062,YARD_HOU_01,2025-04-02,354,26,3,55,52,1706,4078,2372,1397,309,61,0.97,0.57,1,accepted,725,365,27,balanced
QTE000205,P040,CLM000215,VEH000215,YARD_OKC_01,2025-04-19,449,26,7,56,49,1723,10443,8720,1574,149,48,0.89,0.71,1,accepted,675,462,27,acceptance_max
QTE000206,P039,CLM009823,VEH009823,YARD_DAL_01,2025-02-17,366,17,0,78,78,1692,1324,-368,1697,-5,77,0.75,0.52,0,price_too_high,391,337,15,balanced
QTE000207,P032,CLM006824,VEH006824,YARD_AUS_01,2025-02-19,358,24,7,51,44,1414,9558,8144,1528,-114,61,0.99,0.71,1,accepted,608,369,25,margin_max
QTE000208,P003,CLM004112,VEH004112,YARD_AUS_01,2025-03-10,295,26,7,32,25,945,10758,9813,906,39,67,0.75,0.62,0,competitor_relationship,500,304,27,acceptance_max
QTE000209,P015,CLM005920,VEH005920,YARD_HOU_01,2025-03-03,475,28,3,53,50,1875,500,-1375,1771,104,18,0.75,0.91,1,accepted,824,489,29,capacity_control
QTE000210,P004,CLM000806,VEH000806,YARD_DAL_01,2025-05-30,245,34,0,29,29,1231,14906,13675,1195,36,69,0.97,0.69,1,accepted,779,252,35,acceptance_max
QTE000211,P037,CLM000150,VEH000150,YARD_OKC_01,2025-05-19,213,25,3,14,11,488,6802,6314,559,-71,80,0.66,0.53,1,accepted,221,196,22,balanced
QTE000212,P036,CLM007522,VEH007522,YARD_OKC_01,2025-07-14,310,28,5,43,38,1374,585,-789,1676,-302,70,1.00,0.59,0,distance_too_far,635,319,29,capacity_control
QTE000213,P015,CLM000256,VEH000256,YARD_AUS_01,2025-04-08,338,26,3,66,63,1976,2867,891,1761,215,18,0.90,0.89,0,competitor_relationship,911,348,27,balanced
QTE000214,P003,CLM001801,VEH001801,YARD_DAL_01,2025-07-19,404,26,7,42,35,1314,5490,4176,1081,233,67,0.77,0.51,1,accepted,522,416,27,margin_max
QTE000215,P007,CLM006520,VEH006520,YARD_HOU_01,2025-01-08,233,25,3,62,59,1708,500,-1208,2264,-556,44,0.63,0.78,1,accepted,919,240,26,acceptance_max
QTE000216,P023,CLM007094,VEH007094,YARD_HOU_01,2025-04-22,264,27,7,63,56,1776,4858,3082,1599,177,61,0.62,0.66,1,accepted,988,272,28,margin_max
QTE000217,P025,CLM000307,VEH000307,YARD_DAL_01,2025-02-09,337,17,0,33,33,898,882,-16,875,23,88,0.65,0.43,1,accepted,260,310,15,balanced
QTE000218,P003,CLM002484,VEH002484,YARD_OKC_01,2025-03-13,375,28,7,61,54,1887,10675,8788,1756,131,67,0.77,0.58,1,accepted,811,386,29,partner_retention
QTE000219,P037,CLM007709,VEH007709,YARD_HOU_01,2025-05-07,365,22,3,48,45,1355,9029,7674,1281,74,80,0.79,0.52,0,price_too_high,438,336,20,acceptance_max
QTE000220,P003,CLM004182,VEH004182,YARD_DAL_01,2025-06-29,359,26,7,1,0,359,2750,2391,374,-15,67,0.44,0.57,1,accepted,111,370,27,acceptance_max
QTE000221,P008,CLM002634,VEH002634,YARD_DAL_01,2025-05-15,333,19,0,25,25,808,1034,226,749,59,55,0.70,0.64,0,storage_fee_too_high,267,343,20,balanced
QTE000222,P040,CLM000001,VEH000001,YARD_OKC_01,2025-07-23,368,27,7,20,13,719,7951,7232,780,-61,48,0.80,0.75,1,accepted,226,379,28,margin_max
QTE000223,P037,CLM006376,VEH006376,YARD_AUS_01,2025-04-18,336,26,3,34,31,1142,9351,8209,1226,-84,80,0.70,0.54,0,slow_pickup,467,309,23,margin_max
QTE000224,P005,CLM006188,VEH006188,YARD_AUS_01,2025-02-23,327,31,3,38,35,1412,22206,20794,1359,53,32,0.87,0.97,1,accepted,857,337,32,acceptance_max
QTE000225,P034,CLM000773,VEH000773,YARD_DAL_01,2025-03-31,330,21,5,64,59,1569,500,-1069,1758,-189,63,0.97,0.56,1,accepted,455,340,22,partner_retention
QTE000226,P014,CLM000160,VEH000160,YARD_AUS_01,2025-07-19,372,18,0,68,68,1596,500,-1096,1674,-78,65,1.11,0.58,1,accepted,427,383,19,partner_retention
QTE000227,P024,CLM006045,VEH006045,YARD_OKC_01,2025-04-29,395,34,0,43,43,1857,12345,10488,1536,321,22,0.74,0.90,1,accepted,1012,407,35,acceptance_max
QTE000228,P015,CLM000146,VEH000146,YARD_OKC_01,2025-05-17,399,22,3,17,14,707,7525,6818,669,38,18,0.63,0.97,1,accepted,225,411,23,acceptance_max
QTE000229,P040,CLM002397,VEH002397,YARD_DAL_01,2025-07-23,336,36,7,71,64,2640,13364,10724,2922,-282,48,0.99,0.77,1,accepted,1619,346,37,balanced
QTE000230,P037,CLM006766,VEH006766,YARD_DAL_01,2025-07-23,361,26,3,37,34,1245,9401,8156,1225,20,80,0.91,0.54,1,accepted,541,332,23,partner_retention
QTE000231,P029,CLM000973,VEH000973,YARD_DAL_01,2025-07-28,333,24,3,58,55,1653,3329,1676,1332,321,36,0.93,0.72,1,accepted,761,343,25,balanced
QTE000232,P037,CLM009485,VEH009485,YARD_AUS_01,2025-02-26,326,27,3,25,22,920,4388,3468,1044,-124,80,0.78,0.51,0,price_too_high,444,300,24,margin_max
QTE000233,P007,CLM000762,VEH000762,YARD_OKC_01,2025-01-10,291,22,3,44,41,1193,500,-693,1420,-227,44,0.95,0.76,1,accepted,550,300,23,balanced
QTE000234,P015,CLM009206,VEH009206,YARD_DAL_01,2025-05-21,357,30,3,36,33,1347,5636,4289,1550,-203,18,0.65,0.97,1,accepted,769,368,31,balanced
QTE000235,P019,CLM009927,VEH009927,YARD_HOU_01,2025-04-14,298,19,7,51,44,1134,500,-634,1217,-83,78,0.91,0.53,1,accepted,262,274,17,partner_retention
QTE000236,P025,CLM008471,VEH008471,YARD_OKC_01,2025-07-19,322,22,0,26,26,894,5257,4363,913,-19,88,0.93,0.47,1,accepted,348,296,20,partner_retention
QTE000237,P032,CLM004154,VEH004154,YARD_HOU_01,2025-02-12,291,23,7,58,51,1464,7262,5798,1429,35,61,0.78,0.71,1,accepted,779,300,24,margin_max
QTE000238,P015,CLM008419,VEH008419,YARD_OKC_01,2025-06-13,444,24,3,73,70,2124,1869,-255,2526,-402,18,0.86,0.96,1,accepted,864,457,25,balanced
QTE000239,P029,CLM007396,VEH007396,YARD_DAL_01,2025-07-18,416,27,3,32,29,1199,4036,2837,1118,81,36,0.86,0.81,1,accepted,500,428,28,acceptance_max
QTE000240,P028,CLM002764,VEH002764,YARD_OKC_01,2025-05-11,326,30,0,26,26,1106,4534,3428,904,202,27,0.95,0.81,1,accepted,627,336,31,margin_max
QTE000241,P014,CLM009800,VEH009800,YARD_OKC_01,2025-06-05,341,17,0,47,47,1140,500,-640,933,207,65,1.02,0.54,1,accepted,257,351,18,acceptance_max
QTE000242,P002,CLM004033,VEH004033,YARD_DAL_01,2025-03-11,410,26,3,25,22,982,2287,1305,742,240,61,0.95,0.59,0,storage_fee_too_high,384,422,27,capacity_control
QTE000243,P020,CLM005416,VEH005416,YARD_AUS_01,2025-01-02,428,43,0,55,55,2793,7403,4610,2624,169,34,0.78,0.81,1,accepted,1713,441,45,margin_max
QTE000244,P008,CLM002565,VEH002565,YARD_DAL_01,2025-07-04,290,24,0,58,58,1682,5170,3488,1579,103,55,0.86,0.65,0,price_too_high,882,299,25,partner_retention
QTE000245,P002,CLM001850,VEH001850,YARD_AUS_01,2025-05-11,366,26,3,12,9,600,11643,11043,663,-63,61,0.98,0.73,0,unknown,220,377,27,margin_max
QTE000246,P023,CLM008233,VEH008233,YARD_OKC_01,2025-05-24,272,29,7,31,24,968,11149,10181,869,99,61,0.63,0.74,1,accepted,491,280,30,capacity_control
QTE000247,P026,CLM006274,VEH006274,YARD_DAL_01,2025-06-23,278,24,0,33,33,1070,500,-570,1160,-90,96,0.69,0.39,1,accepted,540,256,22,balanced
QTE000248,P005,CLM005785,VEH005785,YARD_DAL_01,2025-01-18,355,33,3,35,32,1411,12243,10832,1459,-48,32,0.88,0.97,1,accepted,827,366,34,margin_max
QTE000249,P027,CLM003174,VEH003174,YARD_DAL_01,2025-05-26,356,28,3,57,54,1868,4341,2473,1864,4,78,0.53,0.60,0,storage_fee_too_high,921,328,25,balanced
QTE000250,P009,CLM008275,VEH008275,YARD_DAL_01,2025-06-15,384,26,7,47,40,1424,2732,1308,1210,214,73,0.99,0.44,1,accepted,603,353,23,acceptance_max
QTE000251,P007,CLM001267,VEH001267,YARD_HOU_01,2025-07-18,296,20,3,25,22,736,500,-236,862,-126,44,1.04,0.73,1,accepted,276,305,21,capacity_control
QTE000252,P015,CLM004461,VEH004461,YARD_HOU_01,2025-04-19,241,27,3,27,24,889,5664,4775,709,180,18,0.79,0.92,1,accepted,503,248,28,balanced
QTE000253,P031,CLM003869,VEH003869,YARD_DAL_01,2025-02-05,424,41,14,35,21,1285,13636,12351,1229,56,51,0.43,0.77,0,price_too_high,544,437,43,partner_retention
QTE000254,P029,CLM001025,VEH001025,YARD_DAL_01,2025-04-20,388,31,3,53,50,1938,500,-1438,1925,13,36,0.80,0.81,1,accepted,922,400,32,partner_retention
QTE000255,P037,CLM007265,VEH007265,YARD_AUS_01,2025-04-15,229,26,3,57,54,1633,6316,4683,1363,270,80,1.05,0.38,0,unknown,964,211,23,acceptance_max
QTE000256,P035,CLM007962,VEH007962,YARD_DAL_01,2025-03-14,362,23,3,81,78,2156,2861,705,2779,-623,70,0.97,0.55,1,accepted,945,373,24,balanced
QTE000257,P040,CLM009981,VEH009981,YARD_HOU_01,2025-03-27,438,29,7,56,49,1859,5699,3840,1630,229,48,0.60,0.65,1,accepted,856,451,30,capacity_control
QTE000258,P011,CLM006851,VEH006851,YARD_DAL_01,2025-06-23,311,29,7,73,66,2225,8584,6359,2130,95,78,0.78,0.54,1,accepted,1083,286,26,margin_max
QTE000259,P025,CLM001374,VEH001374,YARD_OKC_01,2025-01-02,287,21,0,36,36,1043,3993,2950,1075,-32,88,0.94,0.45,0,storage_fee_too_high,395,264,19,balanced
QTE000260,P002,CLM008907,VEH008907,YARD_HOU_01,2025-03-24,258,29,3,48,45,1563,2510,947,1302,261,61,0.70,0.59,1,accepted,957,266,30,balanced
QTE000261,P031,CLM004950,VEH004950,YARD_AUS_01,2025-06-22,430,33,14,57,43,1849,20539,18690,1959,-110,51,0.86,0.84,1,accepted,758,443,34,margin_max
QTE000262,P029,CLM009711,VEH009711,YARD_HOU_01,2025-05-22,321,25,3,29,26,971,8414,7443,1007,-36,36,1.03,0.83,1,accepted,418,331,26,acceptance_max
QTE000263,P028,CLM004965,VEH004965,YARD_OKC_01,2025-05-10,394,32,0,47,47,1898,11994,10096,1905,-7,27,0.68,0.95,1,accepted,1188,406,33,balanced
QTE000264,P037,CLM003563,VEH003563,YARD_DAL_01,2025-01-31,316,26,3,49,46,1512,10260,8748,1316,196,80,0.87,0.48,0,price_too_high,671,291,23,balanced
QTE000265,P003,CLM008906,VEH008906,YARD_HOU_01,2025-04-22,366,28,7,41,34,1318,7593,6275,1281,37,67,1.08,0.54,0,slow_pickup,513,377,29,partner_retention
QTE000266,P037,CLM003488,VEH003488,YARD_DAL_01,2025-02-15,318,19,3,18,15,603,2768,2165,777,-174,80,0.68,0.50,0,unknown,170,293,17,margin_max
QTE000267,P013,CLM002563,VEH002563,YARD_DAL_01,2025-05-27,350,24,0,38,38,1262,7167,5905,1228,34,47,0.91,0.79,0,price_too_high,635,360,25,balanced
QTE000268,P028,CLM007454,VEH007454,YARD_OKC_01,2025-04-27,359,30,0,48,48,1799,1693,-106,1952,-153,27,0.70,0.88,1,accepted,1066,370,31,balanced
QTE000269,P015,CLM002989,VEH002989,YARD_OKC_01,2025-07-25,366,27,3,17,14,744,872,128,701,43,18,0.96,0.92,1,accepted,335,377,28,acceptance_max
QTE000270,P024,CLM001471,VEH001471,YARD_AUS_01,2024-12-29,223,29,0,58,58,1905,5570,3665,2087,-182,22,0.68,0.97,1,accepted,1299,230,30,margin_max
QTE000271,P019,CLM007620,VEH007620,YARD_AUS_01,2025-05-30,337,23,7,79,72,1993,997,-996,2100,-107,78,0.72,0.53,0,price_too_high,724,310,21,capacity_control
QTE000272,P037,CLM006781,VEH006781,YARD_OKC_01,2025-03-04,304,22,3,57,54,1492,5847,4355,1410,82,80,0.83,0.49,0,competitor_relationship,717,280,20,balanced
QTE000273,P003,CLM004639,VEH004639,YARD_OKC_01,2025-03-13,408,24,7,56,49,1584,6606,5022,1382,202,67,0.84,0.53,1,accepted,479,420,25,margin_max
QTE000274,P035,CLM007724,VEH007724,YARD_AUS_01,2025-01-21,394,25,3,72,69,2119,7353,5234,2303,-184,70,0.63,0.60,0,storage_fee_too_high,899,406,26,margin_max
QTE000275,P005,CLM006531,VEH006531,YARD_DAL_01,2025-03-08,317,41,3,45,42,2039,15780,13741,2110,-71,32,0.81,0.97,1,accepted,1399,327,43,balanced
QTE000276,P040,CLM008578,VEH008578,YARD_OKC_01,2025-06-08,374,31,7,62,55,2079,9288,7209,2241,-162,48,0.88,0.76,1,accepted,1052,385,32,capacity_control
QTE000277,P004,CLM003979,VEH003979,YARD_OKC_01,2025-02-16,421,26,0,66,66,2137,3427,1290,2058,79,69,0.74,0.61,1,accepted,974,434,27,acceptance_max
QTE000278,P003,CLM003719,VEH003719,YARD_AUS_01,2025-06-11,337,29,7,10,3,424,12977,12553,426,-2,67,0.71,0.65,1,accepted,81,347,30,balanced
QTE000279,P007,CLM000356,VEH000356,YARD_AUS_01,2025-06-05,245,18,3,30,27,731,500,-231,723,8,44,0.74,0.77,1,accepted,267,252,19,acceptance_max
QTE000280,P024,CLM004832,VEH004832,YARD_OKC_01,2025-01-29,314,28,0,71,71,2302,10730,8428,1949,353,22,0.84,0.88,1,accepted,1290,323,29,margin_max
QTE000281,P014,CLM007498,VEH007498,YARD_AUS_01,2025-06-25,374,17,0,27,27,833,500,-333,769,64,65,0.70,0.63,1,accepted,204,385,18,margin_max
QTE000282,P026,CLM001068,VEH001068,YARD_DAL_01,2025-02-12,219,25,0,27,27,894,2934,2040,828,66,96,0.55,0.38,0,competitor_relationship,556,201,22,balanced
QTE000283,P008,CLM001052,VEH001052,YARD_DAL_01,2025-04-22,254,23,0,37,37,1105,500,-605,997,108,55,0.93,0.62,1,accepted,574,262,24,balanced
QTE000284,P039,CLM004482,VEH004482,YARD_HOU_01,2025-07-27,271,24,0,36,36,1135,802,-333,1195,-60,77,0.95,0.51,1,accepted,593,249,22,acceptance_max
QTE000285,P014,CLM002081,VEH002081,YARD_AUS_01,2025-03-17,340,20,0,49,49,1320,500,-820,1284,36,65,0.76,0.64,1,accepted,397,350,21,partner_retention
QTE000286,P031,CLM005322,VEH005322,YARD_DAL_01,2025-02-05,339,34,14,27,13,781,22762,21981,816,-35,51,0.59,0.86,1,accepted,290,349,35,acceptance_max
QTE000287,P028,CLM004935,VEH004935,YARD_AUS_01,2025-03-16,438,32,0,36,36,1590,12695,11105,1486,104,27,0.85,0.92,1,accepted,872,451,33,margin_max
QTE000288,P029,CLM001734,VEH001734,YARD_DAL_01,2025-05-22,444,33,3,48,45,1929,8134,6205,2220,-291,36,0.65,0.87,1,accepted,936,457,34,margin_max
QTE000289,P039,CLM007960,VEH007960,YARD_DAL_01,2025-03-27,261,19,0,63,63,1458,500,-958,1789,-331,77,0.84,0.52,1,accepted,698,240,17,acceptance_max
QTE000290,P028,CLM006844,VEH006844,YARD_HOU_01,2025-05-04,452,37,0,53,53,2413,8422,6009,2625,-212,27,0.72,0.93,1,accepted,1567,466,38,balanced
QTE000291,P008,CLM005558,VEH005558,YARD_DAL_01,2025-05-07,399,21,0,89,89,2268,500,-1768,2470,-202,55,1.06,0.61,1,accepted,803,411,22,partner_retention
QTE000292,P026,CLM008435,VEH008435,YARD_OKC_01,2025-04-05,268,21,0,34,34,982,2728,1746,1146,-164,96,0.79,0.40,0,slow_pickup,434,247,19,margin_max
QTE000293,P005,CLM007956,VEH007956,YARD_DAL_01,2025-02-15,417,35,3,4,1,452,22267,21815,386,66,32,0.92,0.97,1,accepted,120,430,36,margin_max
QTE000294,P024,CLM000889,VEH000889,YARD_HOU_01,2025-06-18,435,36,0,43,43,1983,6160,4177,2278,-295,22,1.15,0.89,1,accepted,1144,448,37,balanced
QTE000295,P002,CLM003011,VEH003011,YARD_AUS_01,2025-05-25,288,27,3,36,33,1179,9857,8678,1048,131,61,0.92,0.69,1,accepted,593,297,28,partner_retention
QTE000296,P037,CLM006373,VEH006373,YARD_AUS_01,2025-02-02,331,19,3,48,45,1186,4491,3305,847,339,80,0.99,0.36,0,storage_fee_too_high,376,305,17,balanced
QTE000297,P015,CLM008141,VEH008141,YARD_HOU_01,2025-06-01,361,27,3,31,28,1117,500,-617,926,191,18,0.84,0.88,0,competitor_relationship,556,372,28,acceptance_max
QTE000298,P040,CLM007125,VEH007125,YARD_AUS_01,2025-01-09,343,30,7,47,40,1543,500,-1043,1412,131,48,0.92,0.65,1,accepted,827,353,31,balanced
QTE000299,P020,CLM007121,VEH007121,YARD_DAL_01,2025-02-20,339,35,0,47,47,1984,21112,19128,2138,-154,34,0.96,0.96,1,accepted,1353,349,36,capacity_control
QTE000300,P005,CLM005309,VEH005309,YARD_HOU_01,2025-03-22,417,40,3,65,62,2897,4813,1916,2703,194,32,0.70,0.85,0,storage_fee_too_high,1766,430,42,balanced
QTE000301,P015,CLM004459,VEH004459,YARD_AUS_01,2025-03-02,359,28,3,28,25,1059,4808,3749,1114,-55,18,0.71,0.97,1,accepted,533,370,29,acceptance_max
QTE000302,P003,CLM001331,VEH001331,YARD_OKC_01,2025-03-25,370,31,7,82,75,2695,1460,-1235,1978,717,67,1.01,0.28,0,price_too_high,1433,381,32,balanced
