allocation_scenario_id,simulation_run_id,vehicle_id,yard_id,allocation_strategy,assigned_zone_id,assigned_slot_id,vehicle_priority_score,zone_accessibility_score,simulated_retrieval_duration_minutes,simulated_wait_time_minutes,simulated_travel_distance_meters,blocked_vehicle_count_estimate,high_priority_flag,retrieval_under_15_min_flag,priority_weighted_time,allocation_efficiency_score
ALC000205,RUN001,VEH000052,YARD_OKC_01,random,LTH,LTH01-021,83.1,54,51.9,67.2,958,5,1,0,43.1,69
ALC000206,RUN001,VEH000052,YARD_OKC_01,first_available,LTH,LTH06-022,83.1,46,27.7,47.2,1077,1,1,0,23.0,93
ALC000207,RUN001,VEH000052,YARD_OKC_01,priority_based,A,A09-019,83.1,79,26.0,38.7,690,2,1,0,21.6,100
ALC000208,RUN001,VEH000052,YARD_OKC_01,optimized,B,B15-017,83.1,62,28.8,47.6,575,4,1,0,24.0,100
ALC000209,RUN001,VEH000053,YARD_AUS_01,random,A,A02-005,55.7,77,39.7,70.4,780,1,0,0,22.1,95
ALC000210,RUN001,VEH000053,YARD_AUS_01,first_available,A,A08-009,55.7,71,36.8,67.1,745,2,0,0,20.5,93
ALC000211,RUN001,VEH000053,YARD_AUS_01,priority_based,NR,NR07-024,55.7,35,37.7,74.0,713,4,0,0,21.0,75
ALC000212,RUN001,VEH000053,YARD_AUS_01,optimized,A,A19-014,55.7,76,35.2,48.7,665,5,0,0,19.6,98
ALC000213,RUN001,VEH000054,YARD_DAL_01,random,OF,OF05-009,72.2,16,46.4,83.7,1449,3,0,0,33.5,64
ALC000214,RUN001,VEH000054,YARD_DAL_01,first_available,A,A01-023,72.2,74,31.9,43.8,640,3,0,0,23.0,95
ALC000215,RUN001,VEH000054,YARD_DAL_01,priority_based,B,B18-012,72.2,85,18.3,41.1,721,0,0,0,13.2,100
ALC000216,RUN001,VEH000054,YARD_DAL_01,optimized,FA,FA17-007,72.2,98,11.1,22.4,220,0,0,1,8.0,100
ALC000217,RUN001,VEH000055,YARD_AUS_01,random,A,A04-004,76.4,58,31.6,36.4,459,0,1,0,24.1,96
ALC000218,RUN001,VEH000055,YARD_AUS_01,first_available,NR,NR20-007,76.4,52,40.2,62.8,564,3,1,0,30.7,82
ALC000219,RUN001,VEH000055,YARD_AUS_01,priority_based,A,A11-025,76.4,58,38.7,60.0,344,6,1,0,29.6,79
ALC000220,RUN001,VEH000055,YARD_AUS_01,optimized,A,A18-011,76.4,81,26.0,38.9,232,5,1,0,19.9,100
ALC000221,RUN001,VEH000056,YARD_DAL_01,random,NR,NR15-020,63.0,59,58.9,74.6,879,4,0,0,37.1,68
ALC000222,RUN001,VEH000056,YARD_DAL_01,first_available,B,B15-024,63.0,83,35.3,56.5,461,2,0,0,22.2,98
ALC000223,RUN001,VEH000056,YARD_DAL_01,priority_based,NR,NR17-005,63.0,53,52.3,64.9,809,8,0,0,33.0,63
ALC000224,RUN001,VEH000056,YARD_DAL_01,optimized,FA,FA09-018,63.0,89,17.2,17.7,167,0,0,0,10.9,100
ALC000225,RUN001,VEH000057,YARD_OKC_01,random,LTH,LTH15-007,76.9,34,41.8,55.5,1696,0,1,0,32.2,80
ALC000226,RUN001,VEH000057,YARD_OKC_01,first_available,LTH,LTH09-010,76.9,55,33.0,48.4,1684,0,1,0,25.4,94
ALC000227,RUN001,VEH000057,YARD_OKC_01,priority_based,B,B10-016,76.9,73,26.5,42.3,482,3,1,0,20.4,99
ALC000228,RUN001,VEH000057,YARD_OKC_01,optimized,B,B08-024,76.9,75,15.0,43.5,733,0,1,0,11.6,100
ALC000229,RUN001,VEH000058,YARD_HOU_01,random,A,A05-007,84.8,83,33.5,37.8,818,2,1,0,28.4,99
ALC000230,RUN001,VEH000058,YARD_HOU_01,first_available,OF,OF10-010,84.8,22,49.8,72.0,1817,3,1,0,42.2,64
ALC000231,RUN001,VEH000058,YARD_HOU_01,priority_based,A,A20-010,84.8,80,20.9,25.3,893,1,1,0,17.7,100
ALC000232,RUN001,VEH000058,YARD_HOU_01,optimized,A,A01-023,84.8,55,10.4,15.0,679,0,1,1,8.8,100
ALC000233,RUN001,VEH000059,YARD_HOU_01,random,A,A09-019,81.4,75,41.8,45.8,427,2,1,0,34.1,90
ALC000234,RUN001,VEH000059,YARD_HOU_01,first_available,A,A16-005,81.4,66,39.0,78.7,865,0,1,0,31.8,93
ALC000235,RUN001,VEH000059,YARD_HOU_01,priority_based,B,B17-016,81.4,85,40.9,47.9,783,4,1,0,33.3,91
ALC000236,RUN001,VEH000059,YARD_HOU_01,optimized,B,B19-015,81.4,85,24.8,47.6,264,4,1,0,20.2,100
ALC000237,RUN001,VEH000060,YARD_HOU_01,random,HV,HV09-015,72.5,54,34.2,53.2,744,1,0,0,24.8,91
ALC000238,RUN001,VEH000060,YARD_HOU_01,first_available,A,A02-019,72.5,78,15.9,24.1,474,0,0,0,11.5,100
ALC000239,RUN001,VEH000060,YARD_HOU_01,priority_based,LTH,LTH03-020,72.5,53,40.7,62.5,1493,3,0,0,29.5,82
ALC000240,RUN001,VEH000060,YARD_HOU_01,optimized,A,A14-006,72.5,64,16.1,26.9,416,0,0,0,11.7,100
ALC000241,RUN001,VEH000061,YARD_OKC_01,random,B,B02-013,71.1,71,44.6,69.0,703,1,0,0,31.7,89
ALC000242,RUN001,VEH000061,YARD_OKC_01,first_available,NR,NR17-019,71.1,58,44.8,76.3,1003,3,0,0,31.8,80
ALC000243,RUN001,VEH000061,YARD_OKC_01,priority_based,B,B20-025,71.1,55,34.2,68.5,685,2,0,0,24.3,89
ALC000244,RUN001,VEH000061,YARD_OKC_01,optimized,A,A12-007,71.1,68,33.2,40.1,372,5,0,0,23.6,96
ALC000245,RUN001,VEH000062,YARD_OKC_01,random,B,B10-002,87.3,72,34.1,53.2,564,0,1,0,29.7,99
ALC000246,RUN001,VEH000062,YARD_OKC_01,first_available,A,A02-005,87.3,82,49.4,60.3,595,6,1,0,43.1,79
ALC000247,RUN001,VEH000062,YARD_OKC_01,priority_based,A,A18-025,87.3,66,38.6,53.6,651,5,1,0,33.7,84
ALC000248,RUN001,VEH000062,YARD_OKC_01,optimized,FA,FA06-009,87.3,96,22.8,37.4,211,2,1,0,19.9,100
ALC000249,RUN001,VEH000063,YARD_DAL_01,random,A,A02-019,76.1,72,36.7,55.2,581,0,1,0,27.9,97
ALC000250,RUN001,VEH000063,YARD_DAL_01,first_available,B,B18-012,76.1,85,36.5,64.8,746,1,1,0,27.8,100
ALC000251,RUN001,VEH000063,YARD_DAL_01,priority_based,B,B06-004,76.1,75,23.8,53.4,428,0,1,0,18.1,100
ALC000252,RUN001,VEH000063,YARD_DAL_01,optimized,B,B12-008,76.1,67,25.2,36.9,517,1,1,0,19.2,100
ALC000253,RUN001,VEH000064,YARD_DAL_01,random,NR,NR20-014,78.5,60,61.4,87.6,1142,4,1,0,48.2,66
ALC000254,RUN001,VEH000064,YARD_DAL_01,first_available,B,B08-003,78.5,74,27.9,40.7,406,1,1,0,21.9,100
ALC000255,RUN001,VEH000064,YARD_DAL_01,priority_based,FA,FA13-002,78.5,85,21.9,34.6,377,0,1,0,17.2,100
ALC000256,RUN001,VEH000064,YARD_DAL_01,optimized,B,B06-011,78.5,56,33.5,34.0,640,4,1,0,26.3,94
ALC000257,RUN001,VEH000065,YARD_OKC_01,random,A,A13-024,83.2,82,56.3,76.8,787,4,1,0,46.8,78
ALC000258,RUN001,VEH000065,YARD_OKC_01,first_available,NR,NR15-013,83.2,67,40.5,56.3,1180,1,1,0,33.7,91
ALC000259,RUN001,VEH000065,YARD_OKC_01,priority_based,A,A10-001,83.2,69,24.4,45.7,565,1,1,0,20.3,100
ALC000260,RUN001,VEH000065,YARD_OKC_01,optimized,B,B20-025,83.2,55,30.3,60.8,778,3,1,0,25.2,98
ALC000261,RUN001,VEH000066,YARD_AUS_01,random,NR,NR07-010,66.7,39,49.4,66.9,1111,2,0,0,32.9,72
ALC000262,RUN001,VEH000066,YARD_AUS_01,first_available,B,B18-019,66.7,73,37.5,40.7,660,3,0,0,25.0,91
ALC000263,RUN001,VEH000066,YARD_AUS_01,priority_based,B,B12-015,66.7,85,24.4,37.7,425,3,0,0,16.3,100
ALC000264,RUN001,VEH000066,YARD_AUS_01,optimized,B,B03-002,66.7,64,18.8,40.2,698,0,0,0,12.5,100
ALC000265,RUN001,VEH000067,YARD_HOU_01,random,B,B08-024,69.8,75,31.4,47.3,614,0,0,0,21.9,100
ALC000266,RUN001,VEH000067,YARD_HOU_01,first_available,B,B05-008,69.8,74,44.5,65.1,851,3,0,0,31.1,86
ALC000267,RUN001,VEH000067,YARD_HOU_01,priority_based,NR,NR14-010,69.8,41,34.5,58.6,1074,2,0,0,24.1,84
ALC000268,RUN001,VEH000067,YARD_HOU_01,optimized,FA,FA09-018,69.8,98,22.0,42.5,313,2,0,0,15.3,100
ALC000269,RUN001,VEH000068,YARD_HOU_01,random,NR,NR02-016,83.0,49,59.6,87.4,948,6,1,0,49.5,60
ALC000270,RUN001,VEH000068,YARD_HOU_01,first_available,A,A14-020,83.0,85,29.8,55.8,521,1,1,0,24.7,100
ALC000271,RUN001,VEH000068,YARD_HOU_01,priority_based,A,A01-002,83.0,76,50.1,58.3,619,7,1,0,41.6,75
ALC000272,RUN001,VEH000068,YARD_HOU_01,optimized,A,A09-005,83.0,76,33.3,43.7,438,2,1,0,27.6,100
ALC000273,RUN001,VEH000069,YARD_AUS_01,random,LTH,LTH03-006,97.2,48,44.5,76.7,1457,2,1,0,43.3,79
ALC000274,RUN001,VEH000069,YARD_AUS_01,first_available,LTH,LTH12-019,97.2,33,43.8,59.0,1640,2,1,0,42.6,74
ALC000275,RUN001,VEH000069,YARD_AUS_01,priority_based,A,A08-002,97.2,66,26.0,51.9,791,2,1,0,25.3,99
ALC000276,RUN001,VEH000069,YARD_AUS_01,optimized,A,A01-009,97.2,73,15.3,25.3,570,1,1,0,14.9,100
ALC000277,RUN001,VEH000070,YARD_DAL_01,random,A,A17-015,80.7,65,25.2,38.7,550,0,1,0,20.4,100
ALC000278,RUN001,VEH000070,YARD_DAL_01,first_available,OF,OF13-019,80.7,32,43.7,62.0,1332,4,1,0,35.3,70
ALC000279,RUN001,VEH000070,YARD_DAL_01,priority_based,B,B04-012,80.7,57,11.7,26.9,516,1,1,1,9.5,100
ALC000280,RUN001,VEH000070,YARD_DAL_01,optimized,A,A09-012,80.7,56,17.8,44.7,331,2,1,0,14.3,100
ALC000281,RUN001,VEH000071,YARD_HOU_01,random,NR,NR12-025,82.5,48,36.2,46.0,915,0,1,0,29.9,89
ALC000282,RUN001,VEH000071,YARD_HOU_01,first_available,A,A04-018,82.5,66,21.5,43.7,495,0,1,0,17.7,100
ALC000283,RUN001,VEH000071,YARD_HOU_01,priority_based,B,B19-015,82.5,85,42.7,72.6,480,6,1,0,35.2,85
ALC000284,RUN001,VEH000071,YARD_HOU_01,optimized,FA,FA13-009,82.5,82,31.0,41.5,207,4,1,0,25.5,100
ALC000285,RUN001,VEH000072,YARD_AUS_01,random,NR,NR16-023,53.3,52,64.8,81.8,968,5,0,0,34.5,59
ALC000286,RUN001,VEH000072,YARD_AUS_01,first_available,A,A16-019,53.3,67,30.5,51.2,469,1,0,0,16.3,98
ALC000287,RUN001,VEH000072,YARD_AUS_01,priority_based,A,A01-009,53.3,73,20.4,32.5,477,0,0,0,10.9,100
ALC000288,RUN001,VEH000072,YARD_AUS_01,optimized,A,A02-005,53.3,77,41.6,68.9,765,5,0,0,22.2,93
ALC000289,RUN001,VEH000073,YARD_AUS_01,random,A,A14-006,83.4,55,43.8,57.4,758,2,1,0,36.6,82
ALC000290,RUN001,VEH000073,YARD_AUS_01,first_available,NR,NR17-012,83.4,37,37.3,72.0,699,3,1,0,31.1,79
ALC000291,RUN001,VEH000073,YARD_AUS_01,priority_based,B,B17-002,83.4,75,29.6,35.6,547,2,1,0,24.7,100
ALC000292,RUN001,VEH000073,YARD_AUS_01,optimized,B,B06-011,83.4,65,22.3,51.5,488,1,1,0,18.6,100
ALC000293,RUN001,VEH000074,YARD_HOU_01,random,OF,OF19-023,83.9,29,45.9,66.8,1227,4,1,0,38.5,67
ALC000294,RUN001,VEH000074,YARD_HOU_01,first_available,OF,OF16-021,83.9,41,38.3,64.0,1843,1,1,0,32.1,83
ALC000295,RUN001,VEH000074,YARD_HOU_01,priority_based,FA,FA04-003,83.9,92,9.6,24.8,203,1,1,1,8.0,100
ALC000296,RUN001,VEH000074,YARD_HOU_01,optimized,B,B19-001,83.9,78,19.4,38.3,693,3,1,0,16.3,100
ALC000297,RUN001,VEH000075,YARD_HOU_01,random,LTH,LTH01-021,86.5,50,48.4,58.4,1739,2,1,0,41.9,77
ALC000298,RUN001,VEH000075,YARD_HOU_01,first_available,B,B07-021,86.5,78,31.3,58.6,815,2,1,0,27.1,99
ALC000299,RUN001,VEH000075,YARD_HOU_01,priority_based,B,B10-009,86.5,55,49.3,78.4,750,10,1,0,42.6,62
ALC000300,RUN001,VEH000075,YARD_HOU_01,optimized,FA,FA16-004,86.5,86,14.4,24.3,398,0,1,1,12.5,100
ALC000301,RUN001,VEH000076,YARD_DAL_01,random,B,B17-023,76.3,83,38.7,57.1,464,3,1,0,29.5,94
ALC000302,RUN001,VEH000076,YARD_DAL_01,first_available,OF,OF03-010,76.3,34,53.2,83.4,1664,4,1,0,40.6,64
ALC000303,RUN001,VEH000076,YARD_DAL_01,priority_based,B,B04-019,76.3,65,31.8,56.7,821,3,1,0,24.2,92
ALC000304,RUN001,VEH000076,YARD_DAL_01,optimized,A,A13-010,76.3,74,14.4,35.5,567,0,1,1,11.0,100
ALC000305,RUN001,VEH000077,YARD_OKC_01,random,NR,NR09-016,85.3,61,64.9,78.8,1131,5,1,0,55.3,62
ALC000306,RUN001,VEH000077,YARD_OKC_01,first_available,A,A04-018,85.3,55,41.6,60.0,707,4,1,0,35.5,80
ALC000307,RUN001,VEH000077,YARD_OKC_01,priority_based,FA,FA03-007,85.3,88,18.7,30.5,187,0,1,0,15.9,100
ALC000308,RUN001,VEH000077,YARD_OKC_01,optimized,B,B17-023,85.3,56,30.7,41.4,394,5,1,0,26.2,94
ALC000309,RUN001,VEH000078,YARD_HOU_01,random,NR,NR18-001,83.9,67,37.5,65.9,1003,1,1,0,31.4,93
ALC000310,RUN001,VEH000078,YARD_HOU_01,first_available,A,A19-021,83.9,70,30.8,50.7,533,4,1,0,25.8,93
ALC000311,RUN001,VEH000078,YARD_HOU_01,priority_based,A,A10-008,83.9,73,33.2,55.8,577,5,1,0,27.9,90
ALC000312,RUN001,VEH000078,YARD_HOU_01,optimized,FA,FA04-010,83.9,83,15.6,25.8,351,0,1,0,13.1,100
ALC000313,RUN001,VEH000079,YARD_AUS_01,random,B,B07-014,80.6,55,45.9,76.3,686,3,1,0,37.0,78
ALC000314,RUN001,VEH000079,YARD_AUS_01,first_available,B,B02-013,80.6,64,24.9,35.7,547,1,1,0,20.1,100
ALC000315,RUN001,VEH000079,YARD_AUS_01,priority_based,FA,FA19-013,80.6,96,23.0,28.4,334,1,1,0,18.5,100
ALC000316,RUN001,VEH000079,YARD_AUS_01,optimized,FA,FA15-008,80.6,97,22.0,36.7,160,4,1,0,17.7,100
ALC000317,RUN001,VEH000080,YARD_DAL_01,random,B,B11-019,76.7,79,43.1,48.7,346,3,1,0,33.1,89
ALC000318,RUN001,VEH000080,YARD_DAL_01,first_available,B,B06-004,76.7,75,43.2,66.5,490,4,1,0,33.1,85
ALC000319,RUN001,VEH000080,YARD_DAL_01,priority_based,B,B13-018,76.7,72,39.6,58.4,324,4,1,0,30.4,87
ALC000320,RUN001,VEH000080,YARD_DAL_01,optimized,A,A17-022,76.7,78,32.0,54.0,590,3,1,0,24.5,100
ALC000321,RUN001,VEH000081,YARD_OKC_01,random,FA,FA06-023,87.1,90,30.2,45.8,168,1,1,0,26.3,100
ALC000322,RUN001,VEH000081,YARD_OKC_01,first_available,B,B15-010,87.1,59,41.2,65.0,405,6,1,0,35.9,77
ALC000323,RUN001,VEH000081,YARD_OKC_01,priority_based,FA,FA16-025,87.1,94,14.5,30.0,168,0,1,1,12.6,100
ALC000324,RUN001,VEH000081,YARD_OKC_01,optimized,B,B10-009,87.1,66,26.6,32.5,714,2,1,0,23.1,100
ALC000325,RUN001,VEH000082,YARD_OKC_01,random,HV,HV07-009,74.0,57,55.7,64.4,1339,2,0,0,41.2,74
ALC000326,RUN001,VEH000082,YARD_OKC_01,first_available,HV,HV13-013,74.0,64,32.0,53.1,709,1,0,0,23.7,96
ALC000327,RUN001,VEH000082,YARD_OKC_01,priority_based,HV,HV20-020,74.0,42,46.7,64.7,1468,5,0,0,34.5,69
ALC000328,RUN001,VEH000082,YARD_OKC_01,optimized,FA,FA02-011,74.0,99,15.1,32.9,252,0,0,0,11.2,100
ALC000329,RUN001,VEH000083,YARD_AUS_01,random,A,A04-025,66.6,64,46.4,64.4,868,3,0,0,30.9,81
ALC000330,RUN001,VEH000083,YARD_AUS_01,first_available,B,B05-008,66.6,84,40.3,44.3,469,4,0,0,26.8,91
ALC000331,RUN001,VEH000083,YARD_AUS_01,priority_based,A,A01-002,66.6,83,38.8,60.8,862,5,0,0,25.8,89
ALC000332,RUN001,VEH000083,YARD_AUS_01,optimized,A,A08-016,66.6,84,35.0,51.6,504,7,0,0,23.3,97
ALC000333,RUN001,VEH000084,YARD_OKC_01,random,NR,NR09-023,59.6,68,52.6,67.3,1001,2,0,0,31.4,80
ALC000334,RUN001,VEH000084,YARD_OKC_01,first_available,NR,NR15-006,59.6,68,31.6,37.7,576,2,0,0,18.8,96
ALC000335,RUN001,VEH000084,YARD_OKC_01,priority_based,B,B02-006,59.6,70,37.8,56.2,731,4,0,0,22.6,88
ALC000336,RUN001,VEH000084,YARD_OKC_01,optimized,FA,FA11-017,59.6,91,24.1,24.7,252,4,0,0,14.4,100
ALC000337,RUN001,VEH000085,YARD_HOU_01,random,A,A02-019,77.4,78,55.8,73.9,557,5,1,0,43.2,75
ALC000338,RUN001,VEH000085,YARD_HOU_01,first_available,B,B12-008,77.4,75,43.5,69.6,750,3,1,0,33.7,87
ALC000339,RUN001,VEH000085,YARD_HOU_01,priority_based,A,A04-018,77.4,66,35.9,67.8,619,4,1,0,27.8,88
ALC000340,RUN001,VEH000085,YARD_HOU_01,optimized,FA,FA07-019,77.4,97,20.2,33.8,262,0,1,0,15.6,100
ALC000341,RUN001,VEH000086,YARD_DAL_01,random,A,A03-001,86.1,78,47.7,63.0,730,1,1,0,41.0,89
ALC000342,RUN001,VEH000086,YARD_DAL_01,first_available,A,A04-025,86.1,72,33.5,45.4,574,0,1,0,28.8,100
ALC000343,RUN001,VEH000086,YARD_DAL_01,priority_based,A,A05-021,86.1,67,39.1,73.6,538,4,1,0,33.7,86
ALC000344,RUN001,VEH000086,YARD_DAL_01,optimized,FA,FA09-025,86.1,83,15.7,26.7,206,1,1,0,13.6,100
ALC000345,RUN001,VEH000087,YARD_AUS_01,random,B,B05-015,82.6,75,37.8,45.1,475,2,1,0,31.2,93
ALC000346,RUN001,VEH000087,YARD_AUS_01,first_available,B,B08-003,82.6,59,31.2,43.4,744,1,1,0,25.8,95
ALC000347,RUN001,VEH000087,YARD_AUS_01,priority_based,A,A07-020,82.6,78,22.3,58.4,441,1,1,0,18.4,100
ALC000348,RUN001,VEH000087,YARD_AUS_01,optimized,A,A04-025,82.6,64,30.7,51.6,834,2,1,0,25.3,100
ALC000349,RUN001,VEH000088,YARD_AUS_01,random,HV,HV05-017,70.7,48,43.1,69.2,946,3,0,0,30.4,78
ALC000350,RUN001,VEH000088,YARD_AUS_01,first_available,OF,OF09-021,70.7,29,52.6,87.7,1094,6,0,0,37.2,58
ALC000351,RUN001,VEH000088,YARD_AUS_01,priority_based,B,B06-011,70.7,65,30.7,54.0,424,5,0,0,21.7,89
ALC000352,RUN001,VEH000088,YARD_AUS_01,optimized,FA,FA16-018,70.7,85,18.1,32.5,192,2,0,0,12.8,100
ALC000353,RUN001,VEH000089,YARD_HOU_01,random,A,A10-001,77.1,57,22.4,40.1,442,0,1,0,17.3,100
ALC000354,RUN001,VEH000089,YARD_HOU_01,first_available,LTH,LTH09-024,77.1,44,49.1,68.0,1077,5,1,0,37.9,68
ALC000355,RUN001,VEH000089,YARD_HOU_01,priority_based,B,B11-012,77.1,69,21.5,44.6,511,2,1,0,16.6,100
ALC000356,RUN001,VEH000089,YARD_HOU_01,optimized,FA,FA06-002,77.1,86,17.2,34.0,241,1,1,0,13.3,100
ALC000357,RUN001,VEH000090,YARD_AUS_01,random,HV,HV07-016,62.6,51,55.3,87.3,1183,4,0,0,34.6,68
ALC000358,RUN001,VEH000090,YARD_AUS_01,first_available,OF,OF08-004,62.6,38,54.7,81.3,1859,4,0,0,34.2,64
ALC000359,RUN001,VEH000090,YARD_AUS_01,priority_based,A,A17-001,62.6,61,40.7,67.4,798,6,0,0,25.5,78
ALC000360,RUN001,VEH000090,YARD_AUS_01,optimized,FA,FA09-025,62.6,99,9.0,17.0,276,0,0,1,5.6,100
ALC000361,RUN001,VEH000091,YARD_OKC_01,random,B,B18-019,80.7,67,32.4,50.9,643,2,1,0,26.1,95
ALC000362,RUN001,VEH000091,YARD_OKC_01,first_available,B,B01-024,80.7,66,24.0,45.5,517,0,1,0,19.4,100
ALC000363,RUN001,VEH000091,YARD_OKC_01,priority_based,FA,FA10-014,80.7,90,15.2,37.3,357,1,1,0,12.3,100
ALC000364,RUN001,VEH000091,YARD_OKC_01,optimized,B,B17-016,80.7,83,33.9,57.1,814,5,1,0,27.3,100
ALC000365,RUN001,VEH000092,YARD_HOU_01,random,B,B03-023,93.4,64,50.8,64.4,720,4,1,0,47.4,76
ALC000366,RUN001,VEH000092,YARD_HOU_01,first_available,A,A07-020,93.4,71,45.8,64.1,729,5,1,0,42.8,80
ALC000367,RUN001,VEH000092,YARD_HOU_01,priority_based,A,A06-003,93.4,65,32.8,52.4,758,2,1,0,30.7,94
ALC000368,RUN001,VEH000092,YARD_HOU_01,optimized,B,B02-013,93.4,64,18.7,47.0,316,2,1,0,17.4,100
ALC000369,RUN001,VEH000093,YARD_OKC_01,random,LTH,LTH09-017,74.0,45,38.2,48.4,1217,1,0,0,28.3,85
ALC000370,RUN001,VEH000093,YARD_OKC_01,first_available,OF,OF04-020,74.0,28,57.0,68.9,1900,6,0,0,42.2,55
ALC000371,RUN001,VEH000093,YARD_OKC_01,priority_based,OF,OF14-008,74.0,26,38.3,58.3,1041,6,0,0,28.3,68
ALC000372,RUN001,VEH000093,YARD_OKC_01,optimized,B,B05-001,74.0,67,31.7,67.5,861,3,0,0,23.4,100
ALC000373,RUN001,VEH000094,YARD_HOU_01,random,LTH,LTH07-025,82.9,49,40.5,56.1,1340,0,1,0,33.6,86
ALC000374,RUN001,VEH000094,YARD_HOU_01,first_available,A,A13-003,82.9,83,32.0,50.7,516,2,1,0,26.6,100
ALC000375,RUN001,VEH000094,YARD_HOU_01,priority_based,FA,FA06-016,82.9,92,26.2,39.7,283,4,1,0,21.7,100
ALC000376,RUN001,VEH000094,YARD_HOU_01,optimized,B,B16-020,82.9,57,22.2,35.7,519,1,1,0,18.4,100
ALC000377,RUN001,VEH000095,YARD_DAL_01,random,A,A04-011,68.7,65,43.6,69.8,626,3,0,0,30.0,84
ALC000378,RUN001,VEH000095,YARD_DAL_01,first_available,LTH,LTH18-016,68.7,45,22.4,28.5,821,0,0,0,15.4,98
ALC000379,RUN001,VEH000095,YARD_DAL_01,priority_based,OF,OF20-012,68.7,40,41.1,70.5,1277,5,0,0,28.2,73
ALC000380,RUN001,VEH000095,YARD_DAL_01,optimized,FA,FA01-008,68.7,87,13.4,33.1,148,0,0,1,9.2,100
ALC000381,RUN001,VEH000096,YARD_OKC_01,random,B,B04-005,78.1,72,38.6,52.5,489,4,1,0,30.1,88
ALC000382,RUN001,VEH000096,YARD_OKC_01,first_available,LTH,LTH11-016,78.1,37,49.9,62.9,1492,5,1,0,39.0,65
ALC000383,RUN001,VEH000096,YARD_OKC_01,priority_based,A,A01-002,78.1,67,19.3,40.9,531,1,1,0,15.0,100
ALC000384,RUN001,VEH000096,YARD_OKC_01,optimized,B,B03-002,78.1,77,16.2,41.2,262,0,1,0,12.7,100
ALC000385,RUN001,VEH000097,YARD_AUS_01,random,HV,HV20-020,89.3,48,63.1,83.9,1263,5,1,0,56.3,59
ALC000386,RUN001,VEH000097,YARD_AUS_01,first_available,OF,OF10-003,89.3,25,54.3,84.2,1934,3,1,0,48.5,61
ALC000387,RUN001,VEH000097,YARD_AUS_01,priority_based,A,A12-021,89.3,61,14.5,29.4,431,0,1,1,12.9,100
ALC000388,RUN001,VEH000097,YARD_AUS_01,optimized,B,B07-014,89.3,55,35.2,56.5,863,5,1,0,31.4,90
ALC000389,RUN001,VEH000098,YARD_DAL_01,random,NR,NR17-005,82.5,53,50.9,73.8,770,2,1,0,42.0,76
ALC000390,RUN001,VEH000098,YARD_DAL_01,first_available,A,A10-008,82.5,84,32.0,58.3,700,1,1,0,26.4,100
ALC000391,RUN001,VEH000098,YARD_DAL_01,priority_based,FA,FA17-014,82.5,88,18.8,37.3,201,0,1,0,15.5,100
ALC000392,RUN001,VEH000098,YARD_DAL_01,optimized,FA,FA14-005,82.5,94,16.1,27.3,329,0,1,0,13.3,100
ALC000393,RUN001,VEH000099,YARD_DAL_01,random,B,B02-006,74.7,56,37.2,65.4,514,3,0,0,27.8,85
ALC000394,RUN001,VEH000099,YARD_DAL_01,first_available,OF,OF13-019,74.7,32,50.4,69.7,1436,6,0,0,37.6,61
ALC000395,RUN001,VEH000099,YARD_DAL_01,priority_based,A,A09-012,74.7,56,25.7,46.2,394,3,0,0,19.2,94
ALC000396,RUN001,VEH000099,YARD_DAL_01,optimized,FA,FA15-008,74.7,86,14.4,22.0,69,3,0,1,10.8,100
ALC000397,RUN001,VEH000100,YARD_AUS_01,random,A,A02-019,78.9,66,25.3,45.9,530,0,1,0,19.9,100
ALC000398,RUN001,VEH000100,YARD_AUS_01,first_available,OF,OF06-005,78.9,38,46.8,54.9,1952,2,1,0,36.9,74
ALC000399,RUN001,VEH000100,YARD_AUS_01,priority_based,FA,FA01-015,78.9,84,11.0,34.9,255,0,1,1,8.7,100
ALC000400,RUN001,VEH000100,YARD_AUS_01,optimized,B,B14-007,78.9,57,24.6,38.7,556,2,1,0,19.4,100
ALC000401,RUN001,VEH000101,YARD_DAL_01,random,B,B04-005,93.4,71,31.5,35.4,360,2,1,0,29.4,97
ALC000402,RUN001,VEH000101,YARD_DAL_01,first_available,A,A04-018,93.4,59,23.7,44.0,616,0,1,0,22.2,100
ALC000403,RUN001,VEH000101,YARD_DAL_01,priority_based,FA,FA08-008,93.4,96,25.2,32.9,239,4,1,0,23.5,100
ALC000404,RUN001,VEH000101,YARD_DAL_01,optimized,A,A01-002,93.4,77,19.6,41.7,527,1,1,0,18.3,100
ALC000405,RUN001,VEH000102,YARD_AUS_01,random,NR,NR05-025,85.9,59,58.7,89.1,1202,4,1,0,50.4,68
ALC000406,RUN001,VEH000102,YARD_AUS_01,first_available,A,A12-014,85.9,81,27.7,52.8,697,0,1,0,23.8,100
ALC000407,RUN001,VEH000102,YARD_AUS_01,priority_based,FA,FA07-012,85.9,96,13.5,37.1,98,0,1,1,11.6,100
ALC000408,RUN001,VEH000102,YARD_AUS_01,optimized,A,A01-023,85.9,71,23.3,39.8,272,2,1,0,20.1,100
ALC000409,RUN001,VEH000103,YARD_AUS_01,random,B,B20-025,90.0,67,39.7,58.5,491,2,1,0,35.8,89
ALC000410,RUN001,VEH000103,YARD_AUS_01,first_available,B,B16-013,90.0,81,30.9,47.5,925,0,1,0,27.8,100
