vehicle_id,claim_id,partner_id,yard_id,arrival_date,sale_date,pickup_date,vehicle_status,make,model,model_year,vehicle_age,vehicle_type,damage_type,damage_severity,drivability_status,title_status,estimated_salvage_value,estimated_sale_probability,expected_days_to_sale,actual_days_to_sale,pickup_required_flag,customer_pickup_flag,carrier_pickup_flag,partner_priority_score,operational_complexity_score,priority_score,created_at,updated_at
VEH000102,CLM000102,P028,YARD_AUS_01,2025-06-06,2025-07-13,2025-07-18,picked_up,Ford,Mustang,2022,4,sedan,mechanical,severe,non_running,salvage,13602,0.66,41,37,1,0,1,100,69,85.9,2025-06-06 15:24:00,2025-07-05 14:24:00
VEH000103,CLM000103,P005,YARD_AUS_01,2025-07-22,,,listed,Ford,Mustang,2008,18,sedan,front_end,total_loss,non_running,salvage,7904,0.44,72,,1,1,0,100,56,90.0,2025-07-22 12:17:00,2025-08-19 13:17:00
VEH000104,CLM000104,P040,YARD_OKC_01,2025-07-13,2025-08-02,,listed,Ram,2500,2020,6,pickup,side,moderate,runs_and_drives,salvage,6132,0.79,31,20,0,0,0,100,30,89.5,2025-07-13 12:22:00,2025-07-24 14:22:00
VEH000105,CLM000105,P028,YARD_DAL_01,2025-06-29,2025-08-12,2025-08-14,picked_up,Chevrolet,Malibu,2019,7,sedan,mechanical,total_loss,runs_and_drives,pending_title,9883,0.78,38,44,1,1,0,100,51,89.1,2025-06-29 09:58:00,2025-07-27 13:58:00
VEH000106,CLM000106,P028,YARD_HOU_01,2025-06-29,,,listed,BMW,X3,2004,22,SUV,mechanical,moderate,forklift_required,salvage,17175,0.28,71,,1,0,1,100,75,84.8,2025-06-29 13:38:00,2025-06-30 18:38:00
VEH000107,CLM000107,P019,YARD_HOU_01,2025-03-09,,,title_pending,Ford,Explorer,2006,20,SUV,side,moderate,forklift_required,clean,500,0.36,56,,1,0,1,90,84,64.7,2025-03-09 17:27:00,2025-04-16 22:27:00
VEH000108,CLM000108,P028,YARD_OKC_01,2025-07-04,2025-08-18,,sold_pending_pickup,BMW,X5,2022,4,SUV,rear_end,total_loss,runs_and_drives,salvage,12781,0.88,38,45,1,0,1,100,50,89.3,2025-07-04 11:03:00,2025-07-29 10:03:00
VEH000109,CLM000109,P014,YARD_DAL_01,2025-07-01,,,listed,Ram,1500,2017,9,pickup,flood,minor,forklift_required,salvage,500,0.49,51,,1,0,1,90,74,59.5,2025-07-01 11:06:00,2025-08-02 10:06:00
VEH000110,CLM000110,P003,YARD_AUS_01,2025-06-07,2025-07-13,2025-07-18,picked_up,Honda,CR-V,2020,6,SUV,theft_recovery,moderate,runs_and_drives,pending_title,5141,0.84,21,36,1,0,1,89,43,77.0,2025-06-07 15:27:00,2025-07-01 21:27:00
VEH000111,CLM000111,P030,YARD_AUS_01,2025-04-14,2025-05-20,,sold_pending_pickup,Toyota,Tacoma,2013,13,pickup,mechanical,total_loss,runs_and_drives,salvage,686,0.47,43,36,1,0,1,100,49,86.9,2025-04-14 15:50:00,2025-05-03 14:50:00
VEH000112,CLM000112,P004,YARD_AUS_01,2025-05-03,,,listed,Nissan,Sentra,2005,21,sedan,front_end,total_loss,runs_and_drives,missing_title,500,0.39,44,,1,0,1,100,48,85.2,2025-05-03 16:19:00,2025-05-10 16:19:00
VEH000113,CLM000113,P007,YARD_DAL_01,2025-05-31,2025-06-29,2025-07-05,picked_up,Ford,Explorer,2020,6,SUV,mechanical,moderate,forklift_required,salvage,5173,0.57,41,29,1,0,1,100,80,69.1,2025-05-31 17:25:00,2025-06-01 20:25:00
VEH000114,CLM000114,P019,YARD_OKC_01,2025-02-28,2025-03-17,,sold_pending_pickup,BMW,5 Series,2024,2,sedan,mechanical,minor,non_running,pending_title,4165,0.78,28,17,1,0,1,98,54,74.7,2025-02-28 15:22:00,2025-03-30 22:22:00
VEH000115,CLM000115,P014,YARD_HOU_01,2025-03-10,2025-03-15,,sold_pending_pickup,Nissan,Rogue,2020,6,SUV,front_end,minor,non_running,rebuilt,500,0.70,12,5,1,0,1,100,54,68.9,2025-03-10 09:02:00,2025-03-20 11:02:00
VEH000116,CLM000116,P035,YARD_DAL_01,2025-07-28,,,title_pending,Ford,Escape,2010,16,SUV,front_end,severe,non_running,rebuilt,8521,0.39,49,,1,0,1,78,73,64.7,2025-07-28 10:28:00,2025-08-16 11:28:00
VEH000117,CLM000117,P021,YARD_DAL_01,2025-03-05,2025-03-15,2025-03-19,picked_up,Chevrolet,Tahoe,2025,1,SUV,front_end,minor,non_running,rebuilt,15500,0.89,16,10,1,0,1,97,42,81.9,2025-03-05 09:16:00,2025-04-09 16:16:00
VEH000118,CLM000118,P035,YARD_AUS_01,2025-05-02,,,listed,Chevrolet,Equinox,2011,15,SUV,burn,minor,forklift_required,pending_title,6496,0.45,45,,1,1,0,75,75,62.6,2025-05-02 17:18:00,2025-05-20 20:18:00
VEH000119,CLM000119,P011,YARD_AUS_01,2025-01-28,,,title_pending,BMW,X3,2017,9,SUV,front_end,moderate,forklift_required,pending_title,10753,0.48,49,,1,1,0,78,76,67.0,2025-01-28 09:41:00,2025-02-13 09:41:00
VEH000120,CLM000120,P005,YARD_OKC_01,2025-03-22,2025-05-07,,sold_pending_pickup,BMW,X5,2023,3,SUV,hail,moderate,non_running,salvage,19599,0.98,44,46,1,0,1,100,72,87.2,2025-03-22 16:37:00,2025-04-06 15:37:00
VEH000121,CLM000121,P035,YARD_OKC_01,2025-01-29,2025-03-12,,awaiting_sale,BMW,5 Series,2012,14,sedan,front_end,moderate,non_running,salvage,2051,0.52,47,42,0,0,0,79,58,68.0,2025-01-29 17:31:00,2025-03-07 19:31:00
VEH000122,CLM000122,P040,YARD_DAL_01,2025-01-30,2025-03-28,,title_pending,Chevrolet,Malibu,2008,18,sedan,front_end,severe,runs_and_drives,salvage,8154,0.48,51,57,0,0,0,100,39,87.9,2025-01-30 09:58:00,2025-03-15 15:58:00
VEH000123,CLM000123,P028,YARD_DAL_01,2025-01-22,2025-02-26,2025-03-01,picked_up,Toyota,Camry,2013,13,sedan,front_end,moderate,runs_and_drives,clean,7218,0.51,29,35,1,0,1,100,19,94.9,2025-01-22 17:48:00,2025-02-11 22:48:00
VEH000124,CLM000124,P037,YARD_AUS_01,2025-07-10,,,title_pending,Ford,F-150,2004,22,pickup,front_end,severe,runs_and_drives,missing_title,500,0.49,31,,1,0,1,85,33,73.4,2025-07-10 15:28:00,2025-08-07 20:28:00
VEH000125,CLM000125,P015,YARD_DAL_01,2025-04-25,2025-05-13,,sold_pending_pickup,Ford,F-150,2024,2,pickup,side,moderate,forklift_required,rebuilt,9477,0.74,34,18,1,0,1,100,74,72.7,2025-04-25 17:20:00,2025-05-29 16:20:00
VEH000126,CLM000126,P014,YARD_HOU_01,2025-03-01,2025-03-19,,sold_pending_pickup,Kia,Sportage,2021,5,SUV,front_end,moderate,runs_and_drives,rebuilt,500,0.73,18,18,1,0,1,97,16,74.0,2025-03-01 17:27:00,2025-04-04 23:27:00
VEH000127,CLM000127,P031,YARD_DAL_01,2025-01-23,,,listed,Nissan,Altima,2015,11,sedan,mechanical,moderate,runs_and_drives,missing_title,3718,0.67,24,,1,1,0,98,12,98.6,2025-01-23 11:27:00,2025-03-05 18:27:00
VEH000128,CLM000128,P025,YARD_HOU_01,2025-03-27,,,listed,Kia,Sorento,2013,13,SUV,theft_recovery,moderate,runs_and_drives,pending_title,500,0.64,41,,1,0,1,74,36,61.8,2025-03-27 17:20:00,2025-04-02 18:20:00
VEH000129,CLM000129,P021,YARD_OKC_01,2025-02-11,,,listed,Honda,Civic,2007,19,sedan,hail,severe,non_running,clean,740,0.36,65,,1,0,1,100,81,76.7,2025-02-11 11:38:00,2025-02-28 15:38:00
VEH000130,CLM000130,P013,YARD_HOU_01,2025-04-04,2025-05-01,,sold_pending_pickup,Ford,Explorer,2025,1,SUV,rear_end,moderate,forklift_required,salvage,15399,0.89,46,27,1,0,1,100,80,77.9,2025-04-04 16:53:00,2025-04-26 21:53:00
VEH000131,CLM000131,P013,YARD_DAL_01,2025-03-13,2025-05-04,,sold_pending_pickup,Ram,2500,2010,16,pickup,mechanical,moderate,forklift_required,pending_title,7697,0.48,65,52,1,1,0,94,70,76.3,2025-03-13 09:03:00,2025-03-25 10:03:00
VEH000132,CLM000132,P028,YARD_OKC_01,2025-05-24,2025-07-28,2025-07-30,picked_up,Chevrolet,Silverado,2008,18,pickup,theft_recovery,minor,forklift_required,salvage,1427,0.46,66,65,1,1,0,100,86,82.8,2025-05-24 09:05:00,2025-07-06 09:05:00
VEH000133,CLM000133,P014,YARD_OKC_01,2025-03-22,,,title_pending,Ford,F-150,2015,11,pickup,rear_end,severe,forklift_required,clean,500,0.42,59,,1,1,0,99,88,62.2,2025-03-22 09:00:00,2025-03-28 16:00:00
VEH000134,CLM000134,P024,YARD_AUS_01,2025-03-07,,,title_pending,Nissan,Rogue,2011,15,SUV,mechanical,minor,non_running,salvage,12120,0.52,43,,1,1,0,100,58,81.2,2025-03-07 13:30:00,2025-04-09 14:30:00
VEH000135,CLM000135,P040,YARD_HOU_01,2025-02-16,,,title_pending,BMW,3 Series,2010,16,sedan,theft_recovery,severe,runs_and_drives,salvage,6579,0.58,38,,1,1,0,100,40,87.7,2025-02-16 10:29:00,2025-03-12 16:29:00
VEH000136,CLM000136,P012,YARD_HOU_01,2025-03-06,2025-03-07,2025-03-10,picked_up,Nissan,Sentra,2017,9,sedan,hail,moderate,runs_and_drives,salvage,2562,0.71,5,1,1,0,1,100,25,85.3,2025-03-06 13:59:00,2025-03-21 18:59:00
VEH000137,CLM000137,P038,YARD_AUS_01,2025-04-04,2025-05-09,2025-05-15,picked_up,Kia,Optima,2021,5,sedan,front_end,moderate,non_running,salvage,4415,0.62,29,35,1,1,0,87,61,69.1,2025-04-04 15:10:00,2025-04-25 15:10:00
VEH000138,CLM000138,P003,YARD_AUS_01,2025-03-17,2025-05-03,2025-05-04,picked_up,Toyota,Camry,2011,15,sedan,front_end,minor,runs_and_drives,rebuilt,13210,0.64,47,47,1,0,1,92,37,79.9,2025-03-17 16:43:00,2025-04-26 20:43:00
VEH000139,CLM000139,P038,YARD_AUS_01,2025-01-16,,,listed,BMW,3 Series,2025,1,sedan,front_end,minor,runs_and_drives,clean,11195,0.80,7,,1,0,1,87,14,77.6,2025-01-16 09:10:00,2025-02-06 09:10:00
VEH000140,CLM000140,P014,YARD_HOU_01,2025-04-29,,,listed,Nissan,Rogue,2018,8,SUV,flood,moderate,runs_and_drives,salvage,500,0.60,17,,1,0,1,100,40,71.4,2025-04-29 17:03:00,2025-05-01 19:03:00
VEH000141,CLM000141,P028,YARD_DAL_01,2025-02-02,2025-03-22,,listed,Toyota,Camry,2016,10,sedan,rear_end,severe,runs_and_drives,salvage,17587,0.84,37,48,0,0,0,100,36,91.8,2025-02-02 09:56:00,2025-02-07 16:56:00
VEH000142,CLM000142,P013,YARD_DAL_01,2025-04-10,2025-05-11,,listed,Chevrolet,Equinox,2023,3,SUV,hail,minor,non_running,salvage,13742,0.64,29,31,0,0,0,100,57,82.1,2025-04-10 10:02:00,2025-05-17 09:02:00
VEH000143,CLM000143,P028,YARD_OKC_01,2025-07-03,2025-09-14,,sold_pending_pickup,Kia,Sorento,2006,20,SUV,hail,severe,non_running,clean,6500,0.39,69,73,1,1,0,100,67,86.2,2025-07-03 12:42:00,2025-07-05 11:42:00
VEH000144,CLM000144,P015,YARD_OKC_01,2025-02-17,2025-04-18,2025-04-21,picked_up,Kia,Optima,2014,12,sedan,rear_end,moderate,non_running,missing_title,1609,0.56,41,60,1,1,0,100,55,76.2,2025-02-17 13:06:00,2025-03-26 14:06:00
VEH000145,CLM000145,P008,YARD_HOU_01,2025-07-15,,,awaiting_sale,BMW,X3,2007,19,SUV,front_end,severe,runs_and_drives,clean,500,0.42,49,,1,0,1,95,45,73.6,2025-07-15 17:35:00,2025-07-23 17:35:00
VEH000146,CLM000146,P015,YARD_OKC_01,2025-05-20,,,awaiting_sale,Chevrolet,Malibu,2023,3,sedan,theft_recovery,moderate,non_running,pending_title,7525,0.81,34,,0,0,0,100,70,73.5,2025-05-20 16:20:00,2025-06-27 21:20:00
VEH000147,CLM000147,P014,YARD_OKC_01,2025-04-29,,,listed,Toyota,Corolla,2011,15,sedan,side,severe,runs_and_drives,clean,500,0.56,45,,1,0,1,96,34,70.1,2025-04-29 09:44:00,2025-05-22 10:44:00
VEH000148,CLM000148,P010,YARD_DAL_01,2025-05-27,2025-06-29,2025-07-06,picked_up,Honda,Accord,2017,9,sedan,mechanical,minor,non_running,salvage,31243,0.85,36,33,1,0,1,100,52,97.7,2025-05-27 16:46:00,2025-06-20 20:46:00
VEH000149,CLM000149,P023,YARD_DAL_01,2025-05-03,2025-05-11,2025-05-18,picked_up,Nissan,Frontier,2026,0,pickup,theft_recovery,minor,non_running,salvage,13890,0.86,28,8,1,1,0,97,56,78.8,2025-05-03 17:48:00,2025-05-14 00:48:00
VEH000150,CLM000150,P037,YARD_OKC_01,2025-05-22,2025-07-09,,awaiting_sale,Honda,CR-V,2014,12,SUV,theft_recovery,moderate,runs_and_drives,clean,6802,0.69,34,48,0,0,0,82,24,73.3,2025-05-22 12:39:00,2025-06-01 11:39:00
VEH000151,CLM000151,P011,YARD_AUS_01,2025-07-01,2025-09-04,,sold_pending_pickup,BMW,X5,2012,14,SUV,flood,severe,forklift_required,pending_title,12319,0.44,69,65,1,0,1,87,100,67.9,2025-07-01 12:44:00,2025-07-04 14:44:00
VEH000152,CLM000152,P040,YARD_AUS_01,2025-07-14,2025-09-08,2025-09-09,picked_up,Honda,Accord,2008,18,sedan,front_end,moderate,runs_and_drives,pending_title,5276,0.60,58,56,1,0,1,100,28,89.8,2025-07-14 11:32:00,2025-08-22 13:32:00
VEH000153,CLM000153,P039,YARD_OKC_01,2025-06-24,2025-08-09,,awaiting_sale,Ram,ProMaster,2015,11,van,side,moderate,non_running,salvage,2472,0.41,47,46,0,0,0,88,64,65.5,2025-06-24 10:30:00,2025-07-05 17:30:00
VEH000154,CLM000154,P008,YARD_DAL_01,2025-05-09,2025-06-18,,sold_pending_pickup,BMW,5 Series,2021,5,sedan,mechanical,minor,runs_and_drives,clean,2595,0.88,23,40,1,0,1,94,7,79.9,2025-05-09 09:23:00,2025-05-12 14:23:00
VEH000155,CLM000155,P010,YARD_OKC_01,2025-04-21,2025-04-25,2025-04-29,picked_up,Honda,Civic,2022,4,sedan,side,moderate,runs_and_drives,salvage,13692,0.98,13,4,1,1,0,100,14,100,2025-04-21 15:12:00,2025-05-14 14:12:00
VEH000156,CLM000156,P014,YARD_OKC_01,2025-02-05,,,listed,Honda,Pilot,2010,16,SUV,front_end,minor,runs_and_drives,pending_title,500,0.55,47,,1,0,1,100,27,73.7,2025-02-05 14:41:00,2025-03-10 21:41:00
VEH000157,CLM000157,P028,YARD_DAL_01,2025-02-21,2025-03-16,,listed,Ram,1500,2023,3,pickup,theft_recovery,minor,runs_and_drives,salvage,17414,0.93,13,23,0,0,0,100,23,94.2,2025-02-21 17:21:00,2025-03-23 18:21:00
VEH000158,CLM000158,P037,YARD_DAL_01,2025-05-08,,,listed,Nissan,Sentra,2011,15,sedan,rear_end,total_loss,forklift_required,clean,1129,0.36,48,,1,0,1,81,85,61.7,2025-05-08 15:01:00,2025-06-02 18:01:00
VEH000159,CLM000159,P022,YARD_OKC_01,2025-07-18,,,awaiting_sale,Kia,Telluride,2024,2,SUV,rear_end,moderate,forklift_required,salvage,7300,0.57,29,,1,0,1,86,89,69.0,2025-07-18 17:24:00,2025-07-24 18:24:00
VEH000160,CLM000160,P014,YARD_AUS_01,2025-07-21,2025-08-27,2025-08-29,picked_up,Toyota,Camry,2022,4,sedan,rear_end,severe,non_running,pending_title,500,0.59,35,37,1,1,0,89,79,58.0,2025-07-21 14:36:00,2025-08-06 13:36:00
VEH000161,CLM000161,P019,YARD_AUS_01,2025-05-20,,,listed,Honda,Accord,2015,11,sedan,mechanical,moderate,runs_and_drives,clean,500,0.55,31,,1,0,1,99,41,77.7,2025-05-20 12:15:00,2025-06-10 15:15:00
VEH000162,CLM000162,P008,YARD_DAL_01,2025-05-16,2025-06-17,2025-06-22,picked_up,Ram,ProMaster,2011,15,van,flood,moderate,runs_and_drives,pending_title,1832,0.54,29,32,1,0,1,99,31,78.4,2025-05-16 14:58:00,2025-05-30 18:58:00
VEH000163,CLM000163,P035,YARD_AUS_01,2025-06-15,2025-07-18,,sold_pending_pickup,Honda,Pilot,2020,6,SUV,mechanical,moderate,forklift_required,salvage,7683,0.61,38,33,1,1,0,87,78,69.0,2025-06-15 09:44:00,2025-06-30 15:44:00
VEH000164,CLM000164,P020,YARD_HOU_01,2025-07-28,2025-08-12,,listed,Kia,Sportage,2025,1,SUV,rear_end,minor,non_running,clean,9716,0.80,17,15,0,0,0,100,64,94.5,2025-07-28 11:52:00,2025-08-31 10:52:00
VEH000165,CLM000165,P003,YARD_HOU_01,2025-07-22,,,listed,Ram,2500,2008,18,pickup,front_end,minor,non_running,missing_title,7256,0.57,51,,1,1,0,92,53,77.0,2025-07-22 10:49:00,2025-07-28 16:49:00
VEH000166,CLM000166,P040,YARD_DAL_01,2025-06-11,2025-07-18,2025-07-24,picked_up,Chevrolet,Silverado,2010,16,pickup,side,moderate,non_running,salvage,500,0.51,47,37,1,1,0,90,73,75.9,2025-06-11 16:50:00,2025-07-24 18:50:00
VEH000167,CLM000167,P037,YARD_HOU_01,2025-06-26,2025-08-12,2025-08-13,picked_up,Honda,Accord,2024,2,sedan,flood,severe,runs_and_drives,salvage,1181,0.70,41,47,1,0,1,75,47,65.1,2025-06-26 12:50:00,2025-07-02 11:50:00
VEH000168,CLM000168,P023,YARD_OKC_01,2025-02-09,2025-03-30,,sold_pending_pickup,Toyota,Corolla,2016,10,sedan,hail,severe,runs_and_drives,salvage,2657,0.75,43,49,1,1,0,100,44,82.7,2025-02-09 15:06:00,2025-03-17 22:06:00
VEH000169,CLM000169,P027,YARD_HOU_01,2025-03-09,2025-04-27,2025-04-30,picked_up,Ford,Mustang,2025,1,sedan,mechanical,severe,forklift_required,rebuilt,5170,0.72,43,49,1,1,0,96,81,73.1,2025-03-09 11:09:00,2025-04-11 10:09:00
VEH000170,CLM000170,P028,YARD_AUS_01,2025-04-01,,,listed,BMW,5 Series,2015,11,sedan,hail,severe,forklift_required,clean,12092,0.34,56,,1,1,0,100,86,82.8,2025-04-01 15:03:00,2025-04-15 19:03:00
VEH000171,CLM000171,P028,YARD_OKC_01,2025-03-22,,,awaiting_sale,Chevrolet,Tahoe,2011,15,SUV,front_end,severe,non_running,salvage,621,0.30,56,,1,1,0,100,83,83.4,2025-03-22 12:54:00,2025-04-01 11:54:00
VEH000172,CLM000172,P037,YARD_DAL_01,2025-07-07,2025-09-03,2025-09-05,picked_up,Chevrolet,Tahoe,2009,17,SUV,side,minor,forklift_required,salvage,3590,0.53,56,58,1,1,0,84,82,64.0,2025-07-07 13:50:00,2025-08-17 13:50:00
VEH000173,CLM000173,P014,YARD_OKC_01,2025-02-24,,,awaiting_sale,BMW,3 Series,2006,20,sedan,hail,total_loss,runs_and_drives,salvage,500,0.33,46,,1,0,1,100,65,66.9,2025-02-24 14:28:00,2025-02-25 15:28:00
VEH000174,CLM000174,P002,YARD_HOU_01,2025-07-12,,,listed,Kia,Optima,2025,1,sedan,front_end,severe,non_running,clean,4916,0.82,27,,1,1,0,100,69,79.2,2025-07-12 15:57:00,2025-08-07 14:57:00
VEH000175,CLM000175,P024,YARD_OKC_01,2025-04-28,,,listed,Chevrolet,Silverado,2009,17,pickup,side,total_loss,runs_and_drives,missing_title,500,0.34,56,,1,1,0,100,50,82.7,2025-04-28 14:44:00,2025-05-25 18:44:00
VEH000176,CLM000176,P010,YARD_HOU_01,2025-03-01,2025-04-18,,sold_pending_pickup,BMW,5 Series,2007,19,sedan,hail,severe,runs_and_drives,salvage,19780,0.55,46,48,1,0,1,100,48,98.5,2025-03-01 10:09:00,2025-03-26 13:09:00
VEH000177,CLM000177,P040,YARD_OKC_01,2025-05-27,2025-07-08,,sold_pending_pickup,BMW,X5,2004,22,SUV,mechanical,minor,runs_and_drives,salvage,10159,0.58,39,42,1,0,1,98,24,89.4,2025-05-27 16:37:00,2025-06-09 21:37:00
VEH000178,CLM000178,P037,YARD_OKC_01,2025-06-07,2025-07-17,2025-07-24,picked_up,Toyota,RAV4,2014,12,SUV,front_end,moderate,runs_and_drives,rebuilt,6645,0.77,31,40,1,0,1,82,27,72.7,2025-06-07 11:29:00,2025-06-21 10:29:00
VEH000179,CLM000179,P028,YARD_OKC_01,2025-05-15,2025-06-13,2025-06-18,picked_up,Toyota,Corolla,2015,11,sedan,rear_end,minor,runs_and_drives,salvage,22663,0.90,39,29,1,0,1,100,30,92.9,2025-05-15 17:53:00,2025-06-12 19:53:00
VEH000180,CLM000180,P013,YARD_AUS_01,2025-03-04,,,listed,BMW,X3,2011,15,SUV,rear_end,moderate,runs_and_drives,pending_title,12530,0.57,29,,1,0,1,100,23,88.2,2025-03-04 13:17:00,2025-03-31 16:17:00
VEH000181,CLM000181,P002,YARD_HOU_01,2025-05-14,2025-06-18,,listed,Honda,Accord,2005,21,sedan,hail,moderate,runs_and_drives,rebuilt,5201,0.54,35,35,0,0,0,99,28,86.0,2025-05-14 13:06:00,2025-05-23 12:06:00
VEH000182,CLM000182,P028,YARD_DAL_01,2025-07-19,2025-08-21,2025-08-28,picked_up,Ram,1500,2019,7,pickup,rear_end,total_loss,non_running,clean,6247,0.50,31,33,1,1,0,100,77,84.4,2025-07-19 11:02:00,2025-08-13 11:02:00
VEH000183,CLM000183,P005,YARD_HOU_01,2025-06-30,2025-08-12,2025-08-19,picked_up,Toyota,Camry,2008,18,sedan,theft_recovery,severe,runs_and_drives,rebuilt,5288,0.44,51,43,1,1,0,100,43,92.4,2025-06-30 15:12:00,2025-07-06 17:12:00
VEH000184,CLM000184,P039,YARD_AUS_01,2025-02-16,2025-03-31,,title_pending,Nissan,Rogue,2010,16,SUV,rear_end,moderate,runs_and_drives,clean,500,0.59,48,43,0,0,0,89,41,70.2,2025-02-16 12:53:00,2025-02-19 14:53:00
VEH000185,CLM000185,P007,YARD_OKC_01,2025-04-12,2025-04-15,,listed,BMW,5 Series,2012,14,sedan,side,severe,runs_and_drives,salvage,500,0.52,22,3,0,0,0,100,26,78.8,2025-04-12 17:53:00,2025-04-22 20:53:00
VEH000186,CLM000186,P015,YARD_DAL_01,2025-02-28,2025-04-01,2025-04-04,picked_up,Honda,Civic,2024,2,sedan,flood,moderate,forklift_required,clean,3826,0.94,35,32,1,1,0,100,73,72.9,2025-02-28 17:50:00,2025-04-09 20:50:00
VEH000187,CLM000187,P015,YARD_AUS_01,2025-02-04,,,awaiting_sale,Honda,Pilot,2014,12,SUV,mechanical,severe,forklift_required,clean,1362,0.40,61,,1,0,1,100,100,68.1,2025-02-04 14:25:00,2025-02-06 16:25:00
VEH000188,CLM000188,P007,YARD_OKC_01,2025-06-06,,,title_pending,Ram,ProMaster,2006,20,van,mechanical,minor,forklift_required,rebuilt,500,0.24,61,,1,0,1,100,61,72.5,2025-06-06 14:48:00,2025-07-18 18:48:00
VEH000189,CLM000189,P008,YARD_DAL_01,2025-03-17,,,title_pending,Honda,Accord,2022,4,sedan,hail,moderate,non_running,salvage,7323,0.74,37,,1,1,0,100,64,73.1,2025-03-17 16:04:00,2025-03-19 16:04:00
VEH000190,CLM000190,P019,YARD_HOU_01,2025-01-27,,,title_pending,Honda,Accord,2013,13,sedan,front_end,moderate,runs_and_drives,pending_title,3420,0.53,27,,1,0,1,96,15,80.6,2025-01-27 16:41:00,2025-03-08 17:41:00
VEH000191,CLM000191,P038,YARD_DAL_01,2025-02-09,2025-03-28,2025-04-02,picked_up,Kia,Telluride,2024,2,SUV,hail,moderate,forklift_required,clean,5075,0.71,32,47,1,1,0,74,74,59.2,2025-02-09 14:38:00,2025-03-14 15:38:00
VEH000192,CLM000192,P040,YARD_OKC_01,2025-03-02,2025-04-11,,sold_pending_pickup,Chevrolet,Malibu,2018,8,sedan,hail,total_loss,forklift_required,clean,500,0.60,38,40,1,0,1,100,90,78.7,2025-03-02 14:44:00,2025-03-07 20:44:00
VEH000193,CLM000193,P037,YARD_OKC_01,2025-07-15,2025-08-02,,title_pending,BMW,3 Series,2024,2,sedan,theft_recovery,moderate,runs_and_drives,salvage,5488,0.74,10,18,0,0,0,78,24,71.0,2025-07-15 10:31:00,2025-07-31 12:31:00
VEH000194,CLM000194,P024,YARD_HOU_01,2025-02-19,,,title_pending,Honda,Civic,2015,11,sedan,burn,minor,runs_and_drives,clean,4973,0.52,41,,1,0,1,100,39,84.6,2025-02-19 12:47:00,2025-03-10 15:47:00
VEH000195,CLM000195,P014,YARD_DAL_01,2025-06-25,2025-07-02,,awaiting_sale,BMW,X5,2020,6,SUV,hail,total_loss,runs_and_drives,salvage,500,0.67,22,7,0,0,0,100,38,71.7,2025-06-25 14:04:00,2025-08-08 20:04:00
VEH000196,CLM000196,P022,YARD_HOU_01,2025-02-13,2025-03-21,,listed,Kia,Sportage,2024,2,SUV,flood,minor,forklift_required,rebuilt,11227,0.71,31,36,0,0,0,100,65,81.4,2025-02-13 11:58:00,2025-02-19 12:58:00
VEH000197,CLM000197,P035,YARD_HOU_01,2025-06-01,2025-07-03,2025-07-10,picked_up,Toyota,RAV4,2022,4,SUV,mechanical,minor,non_running,clean,14984,0.94,31,32,1,0,1,81,61,68.6,2025-06-01 14:20:00,2025-07-14 15:20:00
VEH000198,CLM000198,P028,YARD_HOU_01,2025-02-27,,,listed,BMW,5 Series,2005,21,sedan,side,minor,non_running,salvage,7083,0.44,70,,1,1,0,100,67,86.2,2025-02-27 17:48:00,2025-03-14 18:48:00
VEH000199,CLM000199,P003,YARD_DAL_01,2025-04-22,,,listed,Honda,Accord,2007,19,sedan,theft_recovery,minor,runs_and_drives,rebuilt,500,0.52,38,,0,0,0,87,2,83.3,2025-04-22 17:26:00,2025-04-23 17:26:00
VEH000200,CLM000200,P031,YARD_DAL_01,2025-05-09,,,title_pending,Nissan,Rogue,2021,5,SUV,hail,moderate,heavy_equipment_required,rebuilt,5895,0.49,53,,1,0,1,95,100,81.0,2025-05-09 16:28:00,2025-06-03 21:28:00
VEH000201,CLM000201,P013,YARD_OKC_01,2025-02-16,2025-03-11,2025-03-13,picked_up,BMW,3 Series,2023,3,sedan,side,minor,runs_and_drives,clean,10160,0.93,18,23,1,0,1,100,11,90.4,2025-02-16 09:19:00,2025-03-20 16:19:00
VEH000202,CLM000202,P038,YARD_DAL_01,2025-06-28,2025-07-29,2025-08-05,picked_up,Ford,Mustang,2023,3,sedan,side,severe,runs_and_drives,salvage,5963,0.78,28,31,1,0,1,91,39,75.4,2025-06-28 12:07:00,2025-06-30 13:07:00
VEH000203,CLM000203,P028,YARD_DAL_01,2025-03-04,2025-04-11,2025-04-18,picked_up,Toyota,RAV4,2010,16,SUV,mechanical,moderate,runs_and_drives,salvage,13051,0.63,44,38,1,1,0,100,30,92.9,2025-03-04 17:57:00,2025-04-13 18:57:00
VEH000204,CLM000204,P028,YARD_DAL_01,2025-05-09,,,awaiting_sale,Toyota,Tacoma,2016,10,pickup,hail,moderate,forklift_required,rebuilt,5895,0.54,25,,0,0,0,100,59,87.7,2025-05-09 15:43:00,2025-06-09 20:43:00
VEH000205,CLM000205,P037,YARD_DAL_01,2025-01-28,2025-02-08,,sold_pending_pickup,Nissan,Altima,2024,2,sedan,theft_recovery,total_loss,forklift_required,rebuilt,500,0.68,19,11,1,0,1,86,88,64.1,2025-01-28 09:04:00,2025-02-12 10:04:00
