storage_event_id,vehicle_id,partner_id,yard_id,arrival_date,release_date,days_in_yard,free_storage_days,billable_storage_days,daily_storage_rate,total_storage_fee,yard_cost_per_day,total_yard_cost,storage_margin,capacity_utilization_at_arrival,long_hold_flag,storage_billing_status
STG000229,VEH000229,P028,YARD_DAL_01,2025-04-08,,111,0,111,33,3663,13,1443,2220,0.98,1,collected
STG000230,VEH000230,P024,YARD_HOU_01,2025-03-16,2025-04-10,25,0,25,29,725,7,175,550,0.92,0,collected
STG000231,VEH000231,P032,YARD_DAL_01,2025-02-10,,65,7,58,26,1508,11,715,793,0.80,1,waived
STG000232,VEH000232,P007,YARD_DAL_01,2025-02-22,,60,3,57,21,1197,10,600,597,0.82,1,billable
STG000233,VEH000233,P040,YARD_DAL_01,2025-03-08,2025-04-22,45,7,38,30,1140,8,360,780,1.12,1,collected
STG000234,VEH000234,P025,YARD_DAL_01,2025-07-15,2025-09-13,60,0,60,18,1080,16,960,120,0.54,1,collected
STG000235,VEH000235,P029,YARD_OKC_01,2025-07-30,,64,3,61,27,1647,6,384,1263,0.62,1,collected
STG000236,VEH000236,P030,YARD_DAL_01,2025-03-06,,38,0,38,30,1140,6,228,912,0.65,1,billable
STG000237,VEH000237,P023,YARD_OKC_01,2025-01-22,2025-02-25,34,7,27,26,702,8,272,430,0.87,0,collected
STG000238,VEH000238,P028,YARD_AUS_01,2025-02-06,,41,0,41,33,1353,5,205,1148,0.80,1,billable
STG000239,VEH000239,P005,YARD_OKC_01,2025-06-22,,41,3,38,35,1330,20,820,510,0.68,1,billable
STG000240,VEH000240,P015,YARD_OKC_01,2025-03-27,,29,3,26,25,650,9,261,389,0.82,0,waived
STG000241,VEH000241,P040,YARD_DAL_01,2025-02-25,2025-04-06,40,7,33,30,990,12,480,510,0.83,1,collected
STG000242,VEH000242,P029,YARD_OKC_01,2025-05-07,,38,3,35,27,945,12,456,489,0.60,1,disputed
STG000243,VEH000243,P012,YARD_HOU_01,2025-03-29,,52,3,49,25,1225,7,364,861,1.01,1,waived
STG000244,VEH000244,P025,YARD_AUS_01,2025-06-16,,40,0,40,18,720,15,600,120,0.98,1,billable
STG000245,VEH000245,P040,YARD_AUS_01,2025-05-19,,67,7,60,30,1800,13,871,929,0.81,1,billable
STG000246,VEH000246,P032,YARD_OKC_01,2025-05-23,2025-07-03,41,7,34,26,884,7,287,597,1.05,1,collected
STG000247,VEH000247,P003,YARD_HOU_01,2025-05-27,2025-07-05,39,7,32,26,832,9,351,481,1.08,1,collected
STG000248,VEH000248,P037,YARD_AUS_01,2025-06-01,2025-07-18,47,3,44,22,968,3,141,827,0.70,1,collected
STG000249,VEH000249,P034,YARD_DAL_01,2025-07-17,,46,5,41,19,779,14,644,135,0.58,1,billable
STG000250,VEH000250,P023,YARD_DAL_01,2025-01-25,,28,7,21,26,546,12,336,210,0.58,0,not_billable
STG000251,VEH000251,P014,YARD_HOU_01,2025-03-24,,56,0,56,16,896,14,784,112,1.15,1,billable
STG000252,VEH000252,P018,YARD_DAL_01,2025-06-17,,8,0,8,16,128,13,104,24,1.03,0,billable
STG000253,VEH000253,P040,YARD_OKC_01,2025-04-16,,46,7,39,30,1170,14,644,526,0.64,1,not_billable
STG000254,VEH000254,P006,YARD_DAL_01,2025-04-12,2025-06-11,60,5,55,32,1760,16,960,800,0.77,1,collected
STG000255,VEH000255,P011,YARD_HOU_01,2025-01-23,,73,7,66,27,1782,19,1387,395,0.97,1,billable
STG000256,VEH000256,P015,YARD_AUS_01,2025-04-09,,66,3,63,25,1575,10,660,915,1.00,1,billable
STG000257,VEH000257,P040,YARD_AUS_01,2025-02-02,,47,7,40,30,1200,9,423,777,0.54,1,billable
STG000258,VEH000258,P039,YARD_OKC_01,2025-06-09,,74,0,74,19,1406,12,888,518,0.89,1,billable
STG000259,VEH000259,P002,YARD_OKC_01,2025-07-09,2025-09-15,68,3,65,26,1690,17,1156,534,0.81,1,collected
STG000260,VEH000260,P006,YARD_AUS_01,2025-05-21,2025-06-27,37,5,32,32,1024,13,481,543,0.86,1,collected
STG000261,VEH000261,P037,YARD_HOU_01,2025-02-16,,8,3,5,22,110,16,128,-18,0.92,0,waived
STG000262,VEH000262,P011,YARD_DAL_01,2025-04-09,,81,7,74,27,1998,10,810,1188,0.74,1,billable
STG000263,VEH000263,P035,YARD_DAL_01,2025-07-30,,23,3,20,25,500,9,207,293,0.82,0,disputed
STG000264,VEH000264,P037,YARD_HOU_01,2025-01-20,2025-02-06,17,3,14,22,308,10,170,138,0.88,0,collected
STG000265,VEH000265,P023,YARD_DAL_01,2025-05-01,,21,7,14,26,364,11,231,133,0.98,0,collected
STG000266,VEH000266,P020,YARD_DAL_01,2025-07-05,,71,0,71,39,2769,13,923,1846,0.75,1,collected
STG000267,VEH000267,P028,YARD_AUS_01,2025-05-22,2025-06-22,31,0,31,33,1023,9,279,744,0.70,0,collected
STG000268,VEH000268,P003,YARD_DAL_01,2025-01-02,,32,7,25,26,650,8,256,394,0.88,0,disputed
STG000269,VEH000269,P037,YARD_HOU_01,2025-03-19,2025-04-16,28,3,25,22,550,11,308,242,0.78,0,collected
STG000270,VEH000270,P005,YARD_AUS_01,2025-06-07,2025-08-06,60,3,57,35,1995,15,900,1095,0.81,1,collected
STG000271,VEH000271,P031,YARD_HOU_01,2025-05-07,2025-07-09,63,14,49,35,1715,10,630,1085,0.63,1,collected
STG000272,VEH000272,P012,YARD_OKC_01,2025-04-29,2025-06-07,39,3,36,25,900,10,390,510,0.57,1,collected
STG000273,VEH000273,P030,YARD_OKC_01,2025-03-19,2025-04-09,21,0,21,30,630,10,210,420,0.72,0,collected
STG000274,VEH000274,P012,YARD_OKC_01,2025-02-22,,55,3,52,25,1300,5,275,1025,0.79,1,disputed
STG000275,VEH000275,P040,YARD_OKC_01,2025-01-08,,13,7,6,30,180,6,78,102,0.56,0,not_billable
STG000276,VEH000276,P028,YARD_AUS_01,2025-03-25,,54,0,54,33,1782,14,756,1026,0.88,1,waived
STG000277,VEH000277,P019,YARD_OKC_01,2025-02-16,,41,7,34,21,714,12,492,222,1.12,1,billable
STG000278,VEH000278,P028,YARD_HOU_01,2025-01-15,,53,0,53,33,1749,16,848,901,1.00,1,billable
STG000279,VEH000279,P025,YARD_HOU_01,2025-05-26,2025-07-21,56,0,56,18,1008,15,840,168,0.82,1,collected
STG000280,VEH000280,P037,YARD_OKC_01,2025-02-20,,74,3,71,22,1562,16,1184,378,0.76,1,billable
STG000281,VEH000281,P036,YARD_OKC_01,2025-02-10,,53,5,48,26,1248,13,689,559,0.72,1,billable
STG000282,VEH000282,P029,YARD_HOU_01,2025-03-18,2025-04-27,40,3,37,27,999,8,320,679,0.73,1,collected
STG000283,VEH000283,P037,YARD_AUS_01,2025-04-18,,90,3,87,22,1914,15,1350,564,0.78,1,disputed
STG000284,VEH000284,P024,YARD_HOU_01,2025-01-09,,128,0,128,29,3712,19,2432,1280,1.04,1,billable
STG000285,VEH000285,P011,YARD_DAL_01,2025-07-03,,79,7,72,27,1944,11,869,1075,0.79,1,billable
STG000286,VEH000286,P026,YARD_HOU_01,2025-06-15,2025-07-21,36,0,36,21,756,8,288,468,0.89,1,collected
STG000287,VEH000287,P014,YARD_HOU_01,2025-06-02,2025-07-17,45,0,45,16,720,12,540,180,0.93,1,collected
STG000288,VEH000288,P019,YARD_HOU_01,2025-03-06,,47,7,40,21,840,17,799,41,0.92,1,billable
STG000289,VEH000289,P035,YARD_HOU_01,2025-04-01,,71,3,68,25,1700,19,1349,351,0.81,1,billable
STG000290,VEH000290,P013,YARD_DAL_01,2025-05-20,,21,0,21,28,588,12,252,336,0.91,0,billable
STG000291,VEH000291,P025,YARD_DAL_01,2025-04-21,,33,0,33,18,594,9,297,297,0.77,0,waived
STG000292,VEH000292,P003,YARD_AUS_01,2025-05-04,2025-06-05,32,7,25,26,650,13,416,234,1.05,0,collected
STG000293,VEH000293,P029,YARD_DAL_01,2025-07-13,2025-07-18,5,3,2,27,54,9,45,9,1.12,0,collected
STG000294,VEH000294,P011,YARD_AUS_01,2025-04-13,,49,7,42,27,1134,16,784,350,0.90,1,not_billable
STG000295,VEH000295,P015,YARD_HOU_01,2025-06-08,2025-07-15,37,3,34,25,850,8,296,554,0.71,1,collected
STG000296,VEH000296,P015,YARD_DAL_01,2025-02-03,2025-02-12,9,3,6,25,150,5,45,105,0.83,0,collected
STG000297,VEH000297,P015,YARD_OKC_01,2025-01-24,2025-03-14,49,3,46,25,1150,15,735,415,0.77,1,collected
STG000298,VEH000298,P037,YARD_HOU_01,2025-03-06,,50,3,47,22,1034,12,600,434,1.03,1,billable
STG000299,VEH000299,P014,YARD_AUS_01,2025-02-26,2025-04-29,62,0,62,16,992,17,1054,-62,0.88,1,collected
STG000300,VEH000300,P035,YARD_AUS_01,2025-04-30,,38,3,35,25,875,14,532,343,0.77,1,billable
STG000301,VEH000301,P010,YARD_AUS_01,2025-05-17,2025-06-20,34,14,20,40,800,9,306,494,1.14,0,collected
STG000302,VEH000302,P019,YARD_AUS_01,2025-04-30,,29,7,22,21,462,11,319,143,0.87,0,billable
STG000303,VEH000303,P028,YARD_DAL_01,2025-05-24,,59,0,59,33,1947,15,885,1062,1.15,1,disputed
STG000304,VEH000304,P028,YARD_OKC_01,2025-01-31,2025-02-10,10,0,10,33,330,9,90,240,0.80,0,collected
STG000305,VEH000305,P031,YARD_DAL_01,2025-07-28,,92,14,78,35,2730,11,1012,1718,0.90,1,billable
STG000306,VEH000306,P029,YARD_AUS_01,2025-01-20,2025-02-11,22,3,19,27,513,9,198,315,0.72,0,collected
STG000307,VEH000307,P025,YARD_DAL_01,2025-02-09,,28,0,28,18,504,12,336,168,0.41,0,collected
STG000308,VEH000308,P003,YARD_DAL_01,2025-01-23,2025-02-13,21,7,14,26,364,11,231,133,1.13,0,collected
STG000309,VEH000309,P003,YARD_AUS_01,2025-03-04,,60,7,53,26,1378,13,780,598,0.99,1,disputed
STG000310,VEH000310,P028,YARD_DAL_01,2025-07-13,,15,0,15,33,495,13,195,300,0.89,0,billable
STG000311,VEH000311,P004,YARD_DAL_01,2025-05-19,,53,0,53,28,1484,10,530,954,0.60,1,not_billable
STG000312,VEH000312,P015,YARD_HOU_01,2025-06-18,,25,3,22,25,550,11,275,275,0.84,0,collected
STG000313,VEH000313,P001,YARD_DAL_01,2025-07-13,2025-08-17,35,0,35,24,840,6,210,630,1.02,0,collected
STG000314,VEH000314,P014,YARD_OKC_01,2025-05-30,2025-08-06,68,0,68,16,1088,16,1088,0,1.02,1,collected
STG000315,VEH000315,P015,YARD_DAL_01,2025-04-01,,77,3,74,25,1850,12,924,926,0.58,1,billable
STG000316,VEH000316,P031,YARD_AUS_01,2025-05-13,,50,14,36,35,1260,17,850,410,0.96,1,collected
STG000317,VEH000317,P015,YARD_OKC_01,2025-06-20,,65,3,62,25,1550,12,780,770,0.58,1,billable
STG000318,VEH000318,P007,YARD_OKC_01,2025-06-03,,49,3,46,21,966,13,637,329,0.83,1,billable
STG000319,VEH000319,P030,YARD_OKC_01,2025-07-26,,35,0,35,30,1050,11,385,665,1.15,0,billable
STG000320,VEH000320,P005,YARD_HOU_01,2025-01-18,,57,3,54,35,1890,12,684,1206,0.67,1,disputed
STG000321,VEH000321,P008,YARD_DAL_01,2025-06-21,,53,0,53,21,1113,11,583,530,1.05,1,disputed
STG000322,VEH000322,P026,YARD_HOU_01,2025-06-08,,36,0,36,21,756,15,540,216,0.94,1,collected
STG000323,VEH000323,P015,YARD_HOU_01,2025-02-09,,64,3,61,25,1525,12,768,757,0.71,1,disputed
STG000324,VEH000324,P028,YARD_AUS_01,2025-03-31,2025-04-28,28,0,28,33,924,16,448,476,0.76,0,collected
STG000325,VEH000325,P025,YARD_OKC_01,2025-03-11,2025-04-05,25,0,25,18,450,4,100,350,0.83,0,collected
STG000326,VEH000326,P038,YARD_DAL_01,2025-05-04,2025-06-04,31,5,26,22,572,12,372,200,1.11,0,collected
STG000327,VEH000327,P033,YARD_DAL_01,2025-03-05,,79,0,79,30,2370,18,1422,948,1.11,1,billable
STG000328,VEH000328,P025,YARD_DAL_01,2025-01-07,2025-02-27,51,0,51,18,918,6,306,612,0.67,1,collected
STG000329,VEH000329,P015,YARD_AUS_01,2025-02-22,2025-02-24,2,3,0,25,0,9,18,-18,0.84,0,collected
STG000330,VEH000330,P013,YARD_DAL_01,2025-06-29,,59,0,59,28,1652,17,1003,649,0.92,1,not_billable
STG000331,VEH000331,P004,YARD_HOU_01,2025-06-17,,80,0,80,28,2240,11,880,1360,0.62,1,billable
STG000332,VEH000332,P026,YARD_OKC_01,2025-02-05,2025-02-17,12,0,12,21,252,9,108,144,0.65,0,collected
STG000333,VEH000333,P029,YARD_AUS_01,2025-02-05,,32,3,29,27,783,8,256,527,0.69,0,billable
STG000334,VEH000334,P002,YARD_OKC_01,2025-06-14,2025-07-26,42,3,39,26,1014,11,462,552,0.76,1,collected
STG000335,VEH000335,P040,YARD_DAL_01,2025-04-04,2025-05-04,30,7,23,30,690,7,210,480,0.43,0,collected
STG000336,VEH000336,P015,YARD_HOU_01,2025-06-04,2025-07-04,30,3,27,25,675,6,180,495,0.84,0,collected
STG000337,VEH000337,P014,YARD_AUS_01,2025-03-22,,22,0,22,16,352,10,220,132,1.07,0,billable
STG000338,VEH000338,P014,YARD_OKC_01,2025-05-10,2025-07-12,63,0,63,16,1008,12,756,252,0.85,1,collected
STG000339,VEH000339,P015,YARD_AUS_01,2025-07-07,,58,3,55,25,1375,9,522,853,0.69,1,waived
STG000340,VEH000340,P014,YARD_OKC_01,2025-04-10,,57,0,57,16,912,12,684,228,1.06,1,collected
STG000341,VEH000341,P040,YARD_AUS_01,2025-01-26,2025-03-20,53,7,46,30,1380,16,848,532,1.06,1,collected
STG000342,VEH000342,P008,YARD_HOU_01,2025-04-07,,17,0,17,21,357,8,136,221,1.05,0,billable
STG000343,VEH000343,P028,YARD_DAL_01,2025-03-17,,67,0,67,33,2211,7,469,1742,0.55,1,billable
STG000344,VEH000344,P034,YARD_OKC_01,2025-01-18,,16,5,11,19,209,9,144,65,0.90,0,disputed
STG000345,VEH000345,P008,YARD_HOU_01,2025-01-09,,36,0,36,21,756,10,360,396,0.93,1,not_billable
STG000346,VEH000346,P024,YARD_DAL_01,2025-07-01,,41,0,41,29,1189,13,533,656,1.07,1,disputed
STG000347,VEH000347,P020,YARD_AUS_01,2025-07-26,,67,0,67,39,2613,14,938,1675,0.56,1,billable
STG000348,VEH000348,P029,YARD_AUS_01,2025-05-19,,14,3,11,27,297,11,154,143,0.85,0,billable
STG000349,VEH000349,P003,YARD_AUS_01,2025-06-01,,66,7,59,26,1534,9,594,940,0.87,1,billable
STG000350,VEH000350,P028,YARD_DAL_01,2025-02-05,,44,0,44,33,1452,7,308,1144,0.92,1,billable
STG000351,VEH000351,P035,YARD_HOU_01,2025-06-14,2025-07-13,29,3,26,25,650,15,435,215,0.42,0,collected
STG000352,VEH000352,P028,YARD_AUS_01,2025-04-24,,67,0,67,33,2211,13,871,1340,0.57,1,disputed
STG000353,VEH000353,P005,YARD_OKC_01,2025-06-25,,56,3,53,35,1855,12,672,1183,0.39,1,waived
STG000354,VEH000354,P014,YARD_AUS_01,2025-07-26,2025-09-02,38,0,38,16,608,15,570,38,0.95,1,collected
STG000355,VEH000355,P004,YARD_HOU_01,2025-05-17,2025-07-18,62,0,62,28,1736,15,930,806,0.76,1,collected
STG000356,VEH000356,P007,YARD_AUS_01,2025-06-05,2025-07-21,46,3,43,21,903,9,414,489,0.85,1,collected
STG000357,VEH000357,P026,YARD_OKC_01,2025-04-01,,66,0,66,21,1386,4,264,1122,1.03,1,billable
STG000358,VEH000358,P024,YARD_DAL_01,2025-01-24,,71,0,71,29,2059,8,568,1491,0.66,1,not_billable
STG000359,VEH000359,P026,YARD_DAL_01,2025-01-30,,48,0,48,21,1008,13,624,384,0.79,1,disputed
STG000360,VEH000360,P007,YARD_HOU_01,2025-06-14,2025-07-09,25,3,22,21,462,13,325,137,0.97,0,collected
STG000361,VEH000361,P004,YARD_OKC_01,2025-07-24,,32,0,32,28,896,8,256,640,0.87,0,billable
STG000362,VEH000362,P024,YARD_OKC_01,2025-02-13,,64,0,64,29,1856,9,576,1280,0.74,1,billable
STG000363,VEH000363,P035,YARD_OKC_01,2025-07-29,2025-10-01,64,3,61,25,1525,14,896,629,0.71,1,collected
STG000364,VEH000364,P026,YARD_AUS_01,2025-05-03,,52,0,52,21,1092,14,728,364,1.15,1,waived
STG000365,VEH000365,P027,YARD_AUS_01,2025-01-07,,26,3,23,24,552,18,468,84,0.79,0,billable
STG000366,VEH000366,P003,YARD_HOU_01,2025-03-19,2025-05-11,53,7,46,26,1196,9,477,719,0.92,1,collected
STG000367,VEH000367,P014,YARD_OKC_01,2025-07-16,,77,0,77,16,1232,8,616,616,0.96,1,billable
STG000368,VEH000368,P023,YARD_AUS_01,2025-01-27,2025-03-28,60,7,53,26,1378,11,660,718,0.54,1,collected
STG000369,VEH000369,P004,YARD_OKC_01,2025-06-10,,47,0,47,28,1316,17,799,517,0.97,1,collected
STG000370,VEH000370,P029,YARD_OKC_01,2025-05-08,,62,3,59,27,1593,14,868,725,0.77,1,billable
STG000371,VEH000371,P010,YARD_OKC_01,2025-01-24,,77,14,63,40,2520,13,1001,1519,0.87,1,billable
STG000372,VEH000372,P011,YARD_OKC_01,2025-04-02,,52,7,45,27,1215,13,676,539,0.68,1,waived
STG000373,VEH000373,P015,YARD_OKC_01,2025-01-26,,85,3,82,25,2050,12,1020,1030,0.83,1,not_billable
STG000374,VEH000374,P035,YARD_HOU_01,2025-07-17,,84,3,81,25,2025,11,924,1101,0.98,1,billable
STG000375,VEH000375,P028,YARD_HOU_01,2025-04-11,,69,0,69,33,2277,12,828,1449,0.79,1,collected
STG000376,VEH000376,P013,YARD_DAL_01,2025-02-08,,53,0,53,28,1484,17,901,583,0.80,1,not_billable
STG000377,VEH000377,P031,YARD_AUS_01,2025-07-12,,1,14,0,35,0,11,11,-11,1.00,0,billable
STG000378,VEH000378,P037,YARD_AUS_01,2025-07-22,,47,3,44,22,968,8,376,592,0.79,1,billable
STG000379,VEH000379,P038,YARD_AUS_01,2025-04-07,,67,5,62,22,1364,11,737,627,0.65,1,billable
STG000380,VEH000380,P012,YARD_OKC_01,2025-02-19,2025-04-04,44,3,41,25,1025,9,396,629,0.86,1,collected
STG000381,VEH000381,P040,YARD_DAL_01,2025-07-24,2025-08-26,33,7,26,30,780,4,132,648,0.87,0,collected
STG000382,VEH000382,P035,YARD_OKC_01,2025-01-09,2025-02-16,38,3,35,25,875,9,342,533,0.68,1,collected
STG000383,VEH000383,P037,YARD_DAL_01,2025-05-31,,52,3,49,22,1078,12,624,454,0.68,1,billable
STG000384,VEH000384,P036,YARD_AUS_01,2025-06-07,2025-08-04,58,5,53,26,1378,7,406,972,0.86,1,collected
STG000385,VEH000385,P007,YARD_HOU_01,2025-02-02,2025-03-11,37,3,34,21,714,19,703,11,0.88,1,collected
STG000386,VEH000386,P015,YARD_HOU_01,2025-06-19,,54,3,51,25,1275,11,594,681,0.92,1,collected
STG000387,VEH000387,P014,YARD_HOU_01,2025-01-16,,61,0,61,16,976,13,793,183,0.96,1,disputed
STG000388,VEH000388,P036,YARD_AUS_01,2025-06-29,,54,5,49,26,1274,12,648,626,0.74,1,billable
STG000389,VEH000389,P005,YARD_HOU_01,2025-05-21,2025-06-25,35,3,32,35,1120,9,315,805,0.97,0,collected
STG000390,VEH000390,P015,YARD_DAL_01,2025-02-27,,35,3,32,25,800,12,420,380,0.77,0,disputed
STG000391,VEH000391,P003,YARD_HOU_01,2025-05-04,,63,7,56,26,1456,16,1008,448,1.02,1,billable
STG000392,VEH000392,P005,YARD_DAL_01,2025-02-12,,55,3,52,35,1820,13,715,1105,0.81,1,disputed
STG000393,VEH000393,P019,YARD_AUS_01,2025-05-26,,95,7,88,21,1848,15,1425,423,1.02,1,collected
STG000394,VEH000394,P008,YARD_HOU_01,2025-05-30,,65,0,65,21,1365,9,585,780,0.54,1,disputed
STG000395,VEH000395,P038,YARD_OKC_01,2025-04-22,2025-05-17,25,5,20,22,440,7,175,265,0.52,0,collected
STG000396,VEH000396,P031,YARD_DAL_01,2025-06-08,,83,14,69,35,2415,16,1328,1087,0.80,1,billable
STG000397,VEH000397,P014,YARD_AUS_01,2025-05-20,2025-07-04,45,0,45,16,720,11,495,225,0.76,1,collected
STG000398,VEH000398,P025,YARD_AUS_01,2025-05-17,,55,0,55,18,990,13,715,275,0.96,1,billable
STG000399,VEH000399,P040,YARD_OKC_01,2025-01-29,,30,7,23,30,690,16,480,210,1.05,0,waived
STG000400,VEH000400,P005,YARD_AUS_01,2025-03-06,,1,3,0,35,0,9,9,-9,0.88,0,billable
STG000401,VEH000401,P001,YARD_AUS_01,2025-05-10,2025-08-07,89,0,89,24,2136,14,1246,890,0.88,1,collected
STG000402,VEH000402,P008,YARD_AUS_01,2025-01-03,,75,0,75,21,1575,13,975,600,0.85,1,billable
STG000403,VEH000403,P035,YARD_DAL_01,2025-05-19,,60,3,57,25,1425,15,900,525,0.68,1,collected
STG000404,VEH000404,P023,YARD_DAL_01,2025-02-09,,73,7,66,26,1716,5,365,1351,0.69,1,billable
STG000405,VEH000405,P003,YARD_AUS_01,2025-07-18,,44,7,37,26,962,13,572,390,0.80,1,billable
STG000406,VEH000406,P032,YARD_OKC_01,2025-01-05,,77,7,70,26,1820,14,1078,742,1.03,1,billable
STG000407,VEH000407,P013,YARD_AUS_01,2025-06-22,2025-08-04,43,0,43,28,1204,11,473,731,0.82,1,collected
STG000408,VEH000408,P028,YARD_HOU_01,2025-06-02,,52,0,52,33,1716,16,832,884,0.96,1,billable
STG000409,VEH000409,P028,YARD_DAL_01,2025-07-25,2025-08-18,24,0,24,33,792,5,120,672,0.92,0,collected
STG000410,VEH000410,P019,YARD_AUS_01,2025-02-05,,86,7,79,21,1659,12,1032,627,0.86,1,billable
STG000411,VEH000411,P028,YARD_OKC_01,2025-02-06,2025-03-15,37,0,37,33,1221,16,592,629,0.90,1,collected
STG000412,VEH000412,P011,YARD_OKC_01,2025-03-13,,48,7,41,27,1107,14,672,435,0.97,1,collected
STG000413,VEH000413,P028,YARD_AUS_01,2025-04-22,,41,0,41,33,1353,10,410,943,0.65,1,billable
STG000414,VEH000414,P013,YARD_HOU_01,2025-06-04,,44,0,44,28,1232,13,572,660,0.93,1,billable
STG000415,VEH000415,P040,YARD_DAL_01,2025-03-03,2025-04-14,42,7,35,30,1050,15,630,420,1.00,1,collected
STG000416,VEH000416,P015,YARD_OKC_01,2025-05-29,2025-07-21,53,3,50,25,1250,15,795,455,0.81,1,collected
STG000417,VEH000417,P040,YARD_OKC_01,2025-02-20,,71,7,64,30,1920,10,710,1210,0.96,1,disputed
STG000418,VEH000418,P014,YARD_OKC_01,2025-06-09,2025-07-19,40,0,40,16,640,15,600,40,0.79,1,collected
STG000419,VEH000419,P002,YARD_OKC_01,2025-07-04,2025-08-06,33,3,30,26,780,11,363,417,0.89,0,collected
STG000420,VEH000420,P003,YARD_HOU_01,2025-06-18,2025-08-30,73,7,66,26,1716,13,949,767,0.69,1,collected
STG000421,VEH000421,P004,YARD_HOU_01,2025-07-28,2025-09-18,52,0,52,28,1456,10,520,936,0.92,1,collected
STG000422,VEH000422,P035,YARD_OKC_01,2025-05-01,,63,3,60,25,1500,15,945,555,0.61,1,billable
STG000423,VEH000423,P028,YARD_DAL_01,2025-02-06,2025-04-05,58,0,58,33,1914,19,1102,812,0.75,1,collected
STG000424,VEH000424,P029,YARD_DAL_01,2025-02-07,,42,3,39,27,1053,7,294,759,0.66,1,collected
STG000425,VEH000425,P013,YARD_AUS_01,2025-04-26,,45,0,45,28,1260,9,405,855,0.65,1,waived
STG000426,VEH000426,P019,YARD_HOU_01,2025-07-20,,43,7,36,21,756,15,645,111,0.99,1,collected
STG000427,VEH000427,P037,YARD_AUS_01,2025-07-22,,87,3,84,22,1848,17,1479,369,0.78,1,billable
STG000428,VEH000428,P028,YARD_OKC_01,2025-05-26,,1,0,1,33,33,6,6,27,0.95,0,billable
STG000429,VEH000429,P014,YARD_DAL_01,2025-05-15,,49,0,49,16,784,8,392,392,0.90,1,disputed
STG000430,VEH000430,P013,YARD_AUS_01,2025-02-25,,41,0,41,28,1148,11,451,697,0.99,1,billable
STG000431,VEH000431,P039,YARD_OKC_01,2025-01-27,,51,0,51,19,969,15,765,204,0.50,1,billable
STG000432,VEH000432,P015,YARD_DAL_01,2025-05-14,2025-06-18,35,3,32,25,800,10,350,450,0.74,0,collected
STG000433,VEH000433,P040,YARD_HOU_01,2025-03-05,,37,7,30,30,900,12,444,456,0.97,1,billable
STG000434,VEH000434,P003,YARD_AUS_01,2025-04-29,,43,7,36,26,936,9,387,549,0.81,1,billable
STG000435,VEH000435,P003,YARD_AUS_01,2025-01-02,,43,7,36,26,936,14,602,334,0.94,1,collected
STG000436,VEH000436,P031,YARD_HOU_01,2025-06-17,2025-08-17,61,14,47,35,1645,11,671,974,0.70,1,collected
STG000437,VEH000437,P003,YARD_HOU_01,2025-05-01,,61,7,54,26,1404,13,793,611,0.98,1,disputed
STG000438,VEH000438,P028,YARD_OKC_01,2025-03-02,,71,0,71,33,2343,11,781,1562,0.82,1,disputed
STG000439,VEH000439,P039,YARD_OKC_01,2025-01-06,2025-01-31,25,0,25,19,475,6,150,325,0.71,0,collected
STG000440,VEH000440,P029,YARD_DAL_01,2025-04-30,,15,3,12,27,324,13,195,129,1.00,0,billable
STG000441,VEH000441,P022,YARD_HOU_01,2025-04-16,2025-06-20,65,14,51,29,1479,10,650,829,0.49,1,collected
STG000442,VEH000442,P015,YARD_HOU_01,2025-06-26,,61,3,58,25,1450,17,1037,413,0.97,1,billable
STG000443,VEH000443,P014,YARD_DAL_01,2025-03-23,,37,0,37,16,592,10,370,222,0.76,1,billable
STG000444,VEH000444,P003,YARD_DAL_01,2025-05-17,,56,7,49,26,1274,11,616,658,0.83,1,disputed
STG000445,VEH000445,P003,YARD_HOU_01,2025-05-12,,66,7,59,26,1534,16,1056,478,0.48,1,billable
STG000446,VEH000446,P031,YARD_AUS_01,2025-07-09,,54,14,40,35,1400,12,648,752,1.01,1,collected
STG000447,VEH000447,P013,YARD_HOU_01,2025-05-05,,1,0,1,28,28,9,9,19,1.11,0,waived
STG000448,VEH000448,P023,YARD_HOU_01,2025-04-13,,52,7,45,26,1170,16,832,338,0.85,1,billable
STG000449,VEH000449,P019,YARD_OKC_01,2025-07-26,,30,7,23,21,483,11,330,153,0.92,0,waived
STG000450,VEH000450,P015,YARD_OKC_01,2025-03-16,,70,3,67,25,1675,10,700,975,0.96,1,billable
STG000451,VEH000451,P023,YARD_HOU_01,2025-05-15,,31,7,24,26,624,18,558,66,0.70,0,billable
STG000452,VEH000452,P013,YARD_HOU_01,2025-03-29,,59,0,59,28,1652,12,708,944,0.78,1,waived
STG000453,VEH000453,P015,YARD_AUS_01,2025-05-08,,76,3,73,25,1825,14,1064,761,0.86,1,collected
STG000454,VEH000454,P005,YARD_OKC_01,2025-03-12,,88,3,85,35,2975,11,968,2007,0.73,1,collected
STG000455,VEH000455,P012,YARD_OKC_01,2025-06-19,,10,3,7,25,175,9,90,85,0.87,0,billable
STG000456,VEH000456,P032,YARD_HOU_01,2025-07-27,,54,7,47,26,1222,12,648,574,0.82,1,billable
STG000457,VEH000457,P031,YARD_HOU_01,2025-07-24,,65,14,51,35,1785,14,910,875,1.13,1,billable
STG000458,VEH000458,P029,YARD_DAL_01,2025-02-06,,112,3,109,27,2943,18,2016,927,1.15,1,billable
STG000459,VEH000459,P011,YARD_DAL_01,2025-02-17,,42,7,35,27,945,9,378,567,0.73,1,billable
