retrieval_id,vehicle_id,yard_id,request_time,retrieval_start_time,retrieval_end_time,handoff_time,requested_by,pickup_type,retrieval_duration_minutes,wait_time_minutes,start_delay_minutes,travel_distance_meters,blocked_vehicle_count,equipment_used,staff_id,retrieval_success_flag,delay_flag,delay_reason,weather_condition,time_of_day,day_of_week
RET000108,VEH002634,YARD_DAL_01,2025-05-27 16:47:00,2025-05-27 17:23:00,2025-05-27 17:49:15,2025-05-27 18:01:15,carrier,customer_pickup,26.3,74.3,36,492,1,none,STF023,1,1,title_issue,rain,afternoon,Tuesday
RET000109,VEH004410,YARD_DAL_01,2025-06-14 16:19:00,2025-06-14 16:40:00,2025-06-14 17:15:50,2025-06-14 17:24:50,insurance_partner,carrier_pickup,35.8,65.8,21,959,0,none,STF003,1,1,blocked_access,clear,afternoon,Saturday
RET000110,VEH004172,YARD_DAL_01,2025-04-30 11:06:00,2025-04-30 11:11:00,2025-04-30 11:30:56,2025-04-30 11:37:56,buyer,carrier_pickup,19.9,31.9,5,184,2,none,STF064,1,0,none,storm,morning,Wednesday
RET000111,VEH008679,YARD_HOU_01,2025-03-07 11:50:00,2025-03-07 12:16:00,2025-03-07 12:54:13,2025-03-07 13:05:13,buyer,auction_staging,38.2,75.2,26,739,5,heavy_tow,STF036,1,1,vehicle_not_found,clear,morning,Friday
RET000112,VEH000540,YARD_OKC_01,2025-09-21 15:20:00,2025-09-21 15:52:00,2025-09-21 16:24:19,2025-09-21 16:31:19,carrier,carrier_pickup,32.3,71.3,32,201,1,none,STF071,1,1,blocked_access,clear,midday,Sunday
RET000113,VEH003624,YARD_AUS_01,2025-06-22 11:58:00,2025-06-22 12:12:00,2025-06-22 12:52:51,2025-06-22 12:57:51,buyer,carrier_pickup,40.9,59.9,14,1159,0,forklift,STF054,1,1,equipment_unavailable,storm,morning,Sunday
RET000114,VEH003828,YARD_OKC_01,2025-05-13 10:25:00,2025-05-13 10:40:00,2025-05-13 11:14:34,2025-05-13 11:18:34,insurance_partner,carrier_pickup,34.6,53.6,15,1036,1,loader,STF026,1,1,blocked_access,clear,evening,Tuesday
RET000115,VEH002205,YARD_OKC_01,2025-05-26 16:36:00,2025-05-26 16:43:00,2025-05-26 17:25:33,2025-05-26 17:39:33,insurance_partner,customer_pickup,42.6,63.6,7,573,5,none,STF020,1,1,title_issue,clear,afternoon,Monday
RET000116,VEH005333,YARD_AUS_01,2025-03-07 09:53:00,2025-03-07 10:09:00,2025-03-07 10:23:07,2025-03-07 10:38:07,carrier,carrier_pickup,14.1,45.1,16,415,0,none,STF005,1,1,blocked_access,rain,afternoon,Friday
RET000117,VEH008641,YARD_AUS_01,2025-09-17 13:04:00,2025-09-17 13:15:00,2025-09-17 13:42:29,2025-09-17 13:46:29,carrier,carrier_pickup,27.5,42.5,11,494,1,none,STF035,1,1,congestion,clear,afternoon,Wednesday
RET000118,VEH002591,YARD_OKC_01,2025-08-01 09:47:00,2025-08-01 09:59:00,2025-08-01 10:27:22,2025-08-01 10:34:22,insurance_partner,carrier_pickup,28.4,47.4,12,838,0,none,STF021,1,1,congestion,clear,morning,Friday
RET000119,VEH006942,YARD_OKC_01,2025-06-22 12:06:00,2025-06-22 12:17:00,2025-06-22 12:53:18,2025-06-22 13:05:18,buyer,customer_pickup,36.3,59.3,11,797,0,none,STF015,1,1,title_issue,rain,morning,Sunday
RET000120,VEH000080,YARD_DAL_01,2025-01-29 12:31:00,2025-01-29 12:42:00,2025-01-29 13:43:20,2025-01-29 13:54:20,insurance_partner,customer_pickup,61.3,83.3,11,614,8,none,STF064,1,1,vehicle_not_found,clear,morning,Wednesday
RET000121,VEH003034,YARD_DAL_01,2025-06-03 12:08:00,2025-06-03 12:20:00,2025-06-03 12:40:29,2025-06-03 12:44:29,internal_ops,customer_pickup,20.5,36.5,12,204,4,none,STF066,1,0,none,clear,morning,Tuesday
RET000122,VEH005083,YARD_OKC_01,2025-04-12 08:26:00,2025-04-12 08:33:00,2025-04-12 09:12:49,2025-04-12 09:30:49,buyer,customer_pickup,39.8,64.8,7,301,1,none,STF048,1,1,blocked_access,extreme_heat,afternoon,Saturday
RET000123,VEH005783,YARD_HOU_01,2025-03-08 11:12:00,2025-03-08 11:21:00,2025-03-08 11:55:03,2025-03-08 11:59:03,buyer,internal_move,34.1,47.1,9,263,2,none,STF047,1,1,congestion,clear,afternoon,Saturday
RET000124,VEH001844,YARD_OKC_01,2025-05-12 12:25:00,2025-05-12 12:53:00,2025-05-12 13:19:10,2025-05-12 13:35:10,insurance_partner,carrier_pickup,26.2,70.2,28,805,0,none,STF077,1,1,weather,extreme_heat,midday,Monday
RET000125,VEH001096,YARD_HOU_01,2025-03-19 14:27:00,2025-03-19 14:43:00,2025-03-19 15:25:26,2025-03-19 15:37:26,carrier,carrier_pickup,42.4,70.4,16,1238,3,forklift,STF067,1,1,congestion,clear,midday,Wednesday
RET000126,VEH003960,YARD_DAL_01,2025-05-01 09:15:00,2025-05-01 09:34:00,2025-05-01 10:16:49,2025-05-01 10:32:49,carrier,carrier_pickup,42.8,77.8,19,766,5,none,STF074,1,1,equipment_unavailable,clear,evening,Thursday
RET000127,VEH001619,YARD_AUS_01,2025-05-30 11:58:00,2025-05-30 12:08:00,2025-05-30 12:46:28,2025-05-30 12:59:28,carrier,carrier_pickup,38.5,61.5,10,746,3,none,STF069,1,1,blocked_access,clear,afternoon,Friday
RET000128,VEH007242,YARD_AUS_01,2025-06-02 15:08:00,2025-06-02 15:24:00,2025-06-02 16:02:46,2025-06-02 16:18:46,buyer,customer_pickup,38.8,70.8,16,378,3,none,STF079,1,1,equipment_unavailable,extreme_heat,morning,Monday
RET000129,VEH009702,YARD_AUS_01,2025-10-08 11:32:00,2025-10-08 11:40:00,2025-10-08 12:12:29,2025-10-08 12:30:29,buyer,carrier_pickup,32.5,58.5,8,107,2,none,STF036,1,1,title_issue,extreme_heat,evening,Wednesday
RET000130,VEH002610,YARD_HOU_01,2025-09-06 14:18:00,2025-09-06 14:30:00,2025-09-06 14:42:08,2025-09-06 14:54:08,carrier,carrier_pickup,12.1,36.1,12,384,0,none,STF043,1,0,none,clear,afternoon,Saturday
RET000131,VEH001394,YARD_OKC_01,2025-03-30 14:30:00,2025-03-30 14:36:00,2025-03-30 15:20:26,2025-03-30 15:38:26,carrier,carrier_pickup,44.4,68.4,6,935,2,none,STF078,1,1,blocked_access,clear,afternoon,Sunday
RET000132,VEH002827,YARD_DAL_01,2025-01-16 12:03:00,2025-01-16 12:12:00,2025-01-16 12:52:48,2025-01-16 13:04:48,buyer,carrier_pickup,40.8,61.8,9,405,2,none,STF006,1,1,weather,clear,afternoon,Thursday
RET000133,VEH000557,YARD_AUS_01,2025-06-01 12:21:00,2025-06-01 12:29:00,2025-06-01 13:19:03,2025-06-01 13:35:03,buyer,carrier_pickup,50.1,74.1,8,1398,4,loader,STF069,1,1,blocked_access,clear,evening,Sunday
RET000134,VEH006647,YARD_OKC_01,2025-05-07 08:09:00,2025-05-07 08:25:00,2025-05-07 09:09:15,2025-05-07 09:21:15,carrier,customer_pickup,44.3,72.3,16,1106,3,forklift,STF012,1,1,congestion,clear,afternoon,Wednesday
RET000135,VEH001523,YARD_OKC_01,2025-08-24 11:57:00,2025-08-24 11:58:00,2025-08-24 12:24:29,2025-08-24 12:39:29,carrier,carrier_pickup,26.5,42.5,1,638,1,none,STF038,1,1,congestion,clear,midday,Sunday
RET000136,VEH003424,YARD_DAL_01,2025-04-27 13:14:00,2025-04-27 13:40:00,2025-04-27 14:42:55,2025-04-27 14:46:55,buyer,internal_move,62.9,92.9,26,1040,7,forklift,STF045,1,1,blocked_access,clear,afternoon,Sunday
RET000137,VEH005544,YARD_DAL_01,2025-08-03 11:51:00,2025-08-03 12:13:00,2025-08-03 12:38:35,2025-08-03 12:53:35,internal_ops,carrier_pickup,25.6,62.6,22,448,1,none,STF040,1,1,equipment_unavailable,extreme_heat,morning,Sunday
RET000138,VEH005863,YARD_HOU_01,2025-04-29 08:09:00,2025-04-29 08:29:00,2025-04-29 09:12:01,2025-04-29 09:25:01,buyer,carrier_pickup,43.0,76.0,20,560,4,none,STF079,1,1,blocked_access,clear,morning,Tuesday
RET000139,VEH005611,YARD_HOU_01,2025-08-03 14:41:00,2025-08-03 15:11:00,2025-08-03 15:32:59,2025-08-03 15:43:59,buyer,carrier_pickup,22.0,63.0,30,721,0,none,STF019,1,1,weather,clear,afternoon,Sunday
RET000140,VEH008040,YARD_HOU_01,2025-02-06 08:38:00,2025-02-06 09:06:00,2025-02-06 09:41:41,2025-02-06 09:53:41,buyer,carrier_pickup,35.7,75.7,28,744,4,none,STF051,1,1,blocked_access,clear,evening,Thursday
RET000141,VEH004723,YARD_HOU_01,2025-06-27 08:21:00,2025-06-27 08:41:00,2025-06-27 09:00:52,2025-06-27 09:11:52,carrier,auction_staging,19.9,50.9,20,564,1,none,STF003,1,1,blocked_access,clear,afternoon,Friday
RET000142,VEH002521,YARD_AUS_01,2025-08-03 10:45:00,2025-08-03 10:55:00,2025-08-03 11:11:13,2025-08-03 11:29:13,internal_ops,customer_pickup,16.2,44.2,10,340,0,none,STF067,1,0,none,clear,morning,Sunday
RET000143,VEH009460,YARD_AUS_01,2025-03-02 15:52:00,2025-03-02 16:15:00,2025-03-02 16:37:25,2025-03-02 16:54:25,buyer,customer_pickup,22.4,62.4,23,451,0,none,STF056,1,1,vehicle_not_found,clear,morning,Sunday
RET000144,VEH000103,YARD_AUS_01,2025-09-05 14:58:00,2025-09-05 15:17:00,2025-09-05 15:50:53,2025-09-05 15:54:53,buyer,internal_move,33.9,56.9,19,783,3,none,STF011,1,1,vehicle_not_found,clear,morning,Friday
RET000145,VEH000612,YARD_DAL_01,2025-06-22 12:11:00,2025-06-22 12:25:00,2025-06-22 12:57:12,2025-06-22 13:08:12,buyer,carrier_pickup,32.2,57.2,14,402,3,none,STF066,1,1,congestion,extreme_heat,afternoon,Sunday
RET000146,VEH000386,YARD_HOU_01,2025-08-19 09:50:00,2025-08-19 10:18:00,2025-08-19 11:13:14,2025-08-19 11:28:14,buyer,carrier_pickup,55.2,98.2,28,713,8,none,STF037,1,1,blocked_access,clear,morning,Tuesday
RET000147,VEH002471,YARD_OKC_01,2025-05-29 09:44:00,2025-05-29 10:04:00,2025-05-29 11:11:42,2025-05-29 11:21:42,carrier,customer_pickup,67.7,97.7,20,1644,6,forklift,STF056,1,1,blocked_access,clear,afternoon,Thursday
RET000148,VEH001074,YARD_DAL_01,2025-07-13 16:08:00,2025-07-13 16:21:00,2025-07-13 16:44:03,2025-07-13 16:59:03,carrier,carrier_pickup,23.1,51.1,13,617,2,none,STF056,1,1,blocked_access,rain,afternoon,Sunday
RET000149,VEH003361,YARD_AUS_01,2025-03-24 12:34:00,2025-03-24 12:57:00,2025-03-24 13:45:18,2025-03-24 14:00:18,buyer,internal_move,48.3,86.3,23,806,5,forklift,STF054,1,1,blocked_access,clear,evening,Monday
RET000150,VEH004280,YARD_DAL_01,2025-02-05 14:15:00,2025-02-05 14:21:00,2025-02-05 15:04:45,2025-02-05 15:17:45,buyer,carrier_pickup,43.8,62.8,6,900,2,none,STF061,1,1,weather,clear,morning,Wednesday
RET000151,VEH004447,YARD_DAL_01,2025-06-01 12:37:00,2025-06-01 12:51:00,2025-06-01 13:34:37,2025-06-01 13:46:37,insurance_partner,carrier_pickup,43.6,69.6,14,800,3,none,STF024,1,1,equipment_unavailable,rain,afternoon,Sunday
RET000152,VEH007925,YARD_HOU_01,2025-05-27 08:43:00,2025-05-27 09:08:00,2025-05-27 09:50:36,2025-05-27 10:05:36,carrier,carrier_pickup,42.6,82.6,25,650,5,none,STF025,1,1,vehicle_not_found,extreme_heat,afternoon,Tuesday
RET000153,VEH000569,YARD_OKC_01,2025-05-21 12:02:00,2025-05-21 12:19:00,2025-05-21 13:10:53,2025-05-21 13:20:53,insurance_partner,carrier_pickup,51.9,78.9,17,470,7,none,STF030,1,1,blocked_access,clear,midday,Wednesday
RET000154,VEH002664,YARD_OKC_01,2025-04-12 13:57:00,2025-04-12 14:09:00,2025-04-12 14:55:18,2025-04-12 15:09:18,insurance_partner,customer_pickup,46.3,72.3,12,724,4,none,STF054,1,1,congestion,clear,morning,Saturday
RET000155,VEH001031,YARD_HOU_01,2025-08-16 08:25:00,2025-08-16 08:32:00,2025-08-16 09:02:37,2025-08-16 09:18:37,carrier,carrier_pickup,30.6,53.6,7,367,2,none,STF047,1,1,equipment_unavailable,clear,afternoon,Saturday
RET000156,VEH003918,YARD_AUS_01,2025-06-22 15:11:00,2025-06-22 15:12:00,2025-06-22 15:55:00,2025-06-22 16:03:00,buyer,customer_pickup,43.0,52.0,1,1011,3,none,STF060,1,1,title_issue,clear,morning,Sunday
RET000157,VEH006640,YARD_DAL_01,2025-07-08 09:56:00,2025-07-08 10:21:00,2025-07-08 11:01:58,2025-07-08 11:08:58,insurance_partner,customer_pickup,41.0,73.0,25,618,4,heavy_tow,STF024,1,1,equipment_unavailable,clear,morning,Tuesday
RET000158,VEH000350,YARD_DAL_01,2025-03-19 13:48:00,2025-03-19 14:00:00,2025-03-19 14:19:46,2025-03-19 14:33:46,buyer,customer_pickup,19.8,45.8,12,802,2,none,STF010,1,1,congestion,clear,afternoon,Wednesday
RET000159,VEH009906,YARD_AUS_01,2025-04-18 12:02:00,2025-04-18 12:25:00,2025-04-18 13:13:45,2025-04-18 13:25:45,buyer,customer_pickup,48.8,83.8,23,848,5,none,STF075,1,1,vehicle_not_found,clear,afternoon,Friday
RET000160,VEH005190,YARD_DAL_01,2025-04-13 08:02:00,2025-04-13 08:24:00,2025-04-13 08:57:14,2025-04-13 09:03:14,buyer,carrier_pickup,33.2,61.2,22,300,2,none,STF068,1,1,weather,storm,midday,Sunday
RET000161,VEH004199,YARD_AUS_01,2025-08-17 08:19:00,2025-08-17 08:44:00,2025-08-17 09:23:50,2025-08-17 09:34:50,carrier,carrier_pickup,39.8,75.8,25,579,6,none,STF030,1,1,vehicle_not_found,rain,midday,Sunday
RET000162,VEH009265,YARD_AUS_01,2025-03-20 11:54:00,2025-03-20 12:05:00,2025-03-20 12:53:54,2025-03-20 13:11:54,carrier,carrier_pickup,48.9,77.9,11,837,4,none,STF008,1,1,blocked_access,extreme_heat,afternoon,Thursday
RET000163,VEH002662,YARD_HOU_01,2025-03-23 08:22:00,2025-03-23 08:36:00,2025-03-23 09:09:25,2025-03-23 09:24:25,insurance_partner,customer_pickup,33.4,62.4,14,385,4,none,STF073,1,1,congestion,clear,midday,Sunday
RET000164,VEH001038,YARD_AUS_01,2025-06-21 10:21:00,2025-06-21 10:44:00,2025-06-21 11:24:09,2025-06-21 11:41:09,buyer,customer_pickup,40.2,80.2,23,949,2,none,STF057,1,1,congestion,rain,morning,Saturday
RET000165,VEH009997,YARD_AUS_01,2025-07-26 08:58:00,2025-07-26 09:07:00,2025-07-26 09:42:41,2025-07-26 09:57:41,buyer,carrier_pickup,35.7,59.7,9,760,2,forklift,STF038,1,1,congestion,clear,afternoon,Saturday
RET000166,VEH008243,YARD_OKC_01,2025-04-26 11:41:00,2025-04-26 12:14:00,2025-04-26 12:48:29,2025-04-26 12:52:29,carrier,customer_pickup,34.5,71.5,33,311,4,none,STF065,1,1,equipment_unavailable,rain,afternoon,Saturday
RET000167,VEH008618,YARD_DAL_01,2025-04-18 10:12:00,2025-04-18 10:19:00,2025-04-18 10:33:53,2025-04-18 10:46:53,carrier,customer_pickup,14.9,34.9,7,315,1,none,STF038,1,0,none,rain,midday,Friday
RET000168,VEH007844,YARD_OKC_01,2025-01-25 15:43:00,2025-01-25 15:59:00,2025-01-25 16:26:35,2025-01-25 16:41:35,carrier,carrier_pickup,27.6,58.6,16,934,2,none,STF046,1,1,blocked_access,clear,midday,Saturday
RET000169,VEH006053,YARD_DAL_01,2025-05-14 08:45:00,2025-05-14 08:59:00,2025-05-14 09:40:57,2025-05-14 09:54:57,insurance_partner,carrier_pickup,42.0,70.0,14,957,5,none,STF047,1,1,blocked_access,storm,morning,Wednesday
RET000170,VEH003882,YARD_AUS_01,2025-05-22 08:51:00,2025-05-22 08:59:00,2025-05-22 09:41:08,2025-05-22 09:59:08,buyer,customer_pickup,42.1,68.1,8,893,4,none,STF050,1,1,equipment_unavailable,clear,midday,Thursday
RET000171,VEH004084,YARD_DAL_01,2025-05-02 11:08:00,2025-05-02 11:13:00,2025-05-02 11:46:18,2025-05-02 11:57:18,buyer,carrier_pickup,33.3,49.3,5,363,1,none,STF014,1,1,blocked_access,rain,afternoon,Friday
RET000172,VEH006805,YARD_AUS_01,2025-01-16 14:49:00,2025-01-16 15:00:00,2025-01-16 15:52:38,2025-01-16 16:05:38,insurance_partner,carrier_pickup,52.6,76.6,11,719,4,none,STF044,1,1,blocked_access,clear,midday,Thursday
RET000173,VEH004125,YARD_HOU_01,2025-09-02 09:43:00,2025-09-02 09:43:00,2025-09-02 10:22:49,2025-09-02 10:30:49,internal_ops,carrier_pickup,39.8,47.8,0,821,1,none,STF037,1,1,equipment_unavailable,clear,midday,Tuesday
RET000174,VEH004097,YARD_DAL_01,2025-03-21 09:52:00,2025-03-21 10:03:00,2025-03-21 10:37:47,2025-03-21 10:55:47,carrier,carrier_pickup,34.8,63.8,11,323,5,none,STF051,1,1,congestion,rain,morning,Friday
RET000175,VEH007996,YARD_OKC_01,2025-05-31 10:30:00,2025-05-31 10:40:00,2025-05-31 11:02:33,2025-05-31 11:07:33,carrier,carrier_pickup,22.6,37.6,10,342,2,none,STF027,1,0,none,clear,afternoon,Saturday
RET000176,VEH008784,YARD_HOU_01,2025-08-01 14:54:00,2025-08-01 15:15:00,2025-08-01 15:57:33,2025-08-01 16:15:33,insurance_partner,customer_pickup,42.6,81.6,21,745,2,none,STF055,1,1,equipment_unavailable,rain,morning,Friday
RET000177,VEH009240,YARD_AUS_01,2025-04-08 13:45:00,2025-04-08 14:14:00,2025-04-08 15:08:36,2025-04-08 15:22:36,internal_ops,customer_pickup,54.6,97.6,29,740,6,none,STF045,1,1,weather,rain,afternoon,Tuesday
RET000178,VEH005191,YARD_DAL_01,2025-07-13 12:15:00,2025-07-13 12:15:00,2025-07-13 12:43:01,2025-07-13 12:51:01,buyer,carrier_pickup,28.0,36.0,0,775,0,none,STF056,1,1,blocked_access,clear,afternoon,Sunday
RET000179,VEH008072,YARD_AUS_01,2025-07-07 14:18:00,2025-07-07 14:29:00,2025-07-07 15:05:13,2025-07-07 15:15:13,buyer,customer_pickup,36.2,57.2,11,521,2,none,STF044,1,1,congestion,extreme_heat,midday,Monday
RET000180,VEH001647,YARD_AUS_01,2025-02-22 08:45:00,2025-02-22 08:53:00,2025-02-22 09:23:43,2025-02-22 09:37:43,buyer,customer_pickup,30.7,52.7,8,174,4,none,STF079,1,1,congestion,clear,morning,Saturday
RET000181,VEH002052,YARD_HOU_01,2025-04-01 15:52:00,2025-04-01 16:27:00,2025-04-01 17:22:08,2025-04-01 17:36:08,buyer,carrier_pickup,55.1,104.1,35,1596,8,forklift,STF027,1,1,blocked_access,clear,afternoon,Tuesday
RET000182,VEH001658,YARD_DAL_01,2025-08-15 08:22:00,2025-08-15 08:50:00,2025-08-15 09:19:13,2025-08-15 09:28:13,internal_ops,customer_pickup,29.2,66.2,28,586,2,none,STF043,1,1,congestion,clear,midday,Friday
RET000183,VEH001575,YARD_OKC_01,2025-07-07 09:07:00,2025-07-07 09:23:00,2025-07-07 09:33:32,2025-07-07 09:43:32,internal_ops,carrier_pickup,10.5,36.5,16,378,1,none,STF015,1,0,none,clear,morning,Monday
RET000184,VEH007164,YARD_OKC_01,2025-02-24 08:31:00,2025-02-24 08:51:00,2025-02-24 09:36:15,2025-02-24 09:46:15,buyer,carrier_pickup,45.3,75.3,20,514,6,jump_starter,STF019,1,1,blocked_access,clear,afternoon,Monday
RET000185,VEH006380,YARD_AUS_01,2025-07-04 15:20:00,2025-07-04 15:20:00,2025-07-04 15:54:54,2025-07-04 16:03:54,carrier,carrier_pickup,34.9,43.9,0,434,0,none,STF079,1,1,vehicle_not_found,storm,afternoon,Friday
RET000186,VEH000332,YARD_OKC_01,2025-03-29 14:25:00,2025-03-29 14:44:00,2025-03-29 15:27:15,2025-03-29 15:41:15,insurance_partner,customer_pickup,43.3,76.3,19,1264,5,forklift,STF023,1,1,equipment_unavailable,storm,morning,Saturday
RET000187,VEH000630,YARD_DAL_01,2025-07-23 12:55:00,2025-07-23 13:15:00,2025-07-23 13:50:58,2025-07-23 14:04:58,buyer,customer_pickup,36.0,70.0,20,993,2,none,STF010,1,1,blocked_access,clear,midday,Wednesday
RET000188,VEH003445,YARD_AUS_01,2025-04-16 13:01:00,2025-04-16 13:11:00,2025-04-16 13:46:41,2025-04-16 13:50:41,buyer,customer_pickup,35.7,49.7,10,548,3,none,STF055,1,1,congestion,rain,afternoon,Wednesday
RET000189,VEH007177,YARD_AUS_01,2025-05-15 13:43:00,2025-05-15 13:58:00,2025-05-15 14:41:37,2025-05-15 14:56:37,carrier,carrier_pickup,43.6,73.6,15,625,3,none,STF055,1,1,congestion,extreme_heat,midday,Thursday
RET000190,VEH003731,YARD_HOU_01,2025-06-21 13:45:00,2025-06-21 13:51:00,2025-06-21 14:38:10,2025-06-21 14:44:10,buyer,carrier_pickup,47.2,59.2,6,1001,5,none,STF038,1,1,congestion,rain,afternoon,Saturday
RET000191,VEH004806,YARD_HOU_01,2025-08-10 15:50:00,2025-08-10 16:21:00,2025-08-10 17:09:28,2025-08-10 17:24:28,carrier,carrier_pickup,48.5,94.5,31,916,6,none,STF024,1,1,congestion,storm,afternoon,Sunday
RET000192,VEH008042,YARD_DAL_01,2025-03-28 15:27:00,2025-03-28 15:44:00,2025-03-28 16:02:02,2025-03-28 16:14:02,buyer,carrier_pickup,18.0,47.0,17,590,0,jump_starter,STF055,1,1,equipment_unavailable,clear,morning,Friday
RET000193,VEH005309,YARD_HOU_01,2025-04-05 16:15:00,2025-04-05 16:27:00,2025-04-05 17:10:16,2025-04-05 17:18:16,buyer,customer_pickup,43.3,63.3,12,634,3,none,STF007,1,1,equipment_unavailable,rain,midday,Saturday
RET000194,VEH000128,YARD_HOU_01,2025-04-10 14:07:00,2025-04-10 14:16:00,2025-04-10 14:57:26,2025-04-10 15:09:26,carrier,carrier_pickup,41.4,62.4,9,652,3,none,STF040,1,1,weather,rain,morning,Thursday
RET000195,VEH003831,YARD_AUS_01,2025-04-15 15:57:00,2025-04-15 16:11:00,2025-04-15 16:38:58,2025-04-15 16:50:58,insurance_partner,carrier_pickup,28.0,54.0,14,725,0,none,STF006,1,1,vehicle_not_found,clear,evening,Tuesday
RET000196,VEH005965,YARD_AUS_01,2025-04-30 08:40:00,2025-04-30 09:04:00,2025-04-30 09:26:31,2025-04-30 09:32:31,internal_ops,carrier_pickup,22.5,52.5,24,955,1,none,STF036,1,1,congestion,clear,morning,Wednesday
RET000197,VEH007251,YARD_AUS_01,2025-08-18 16:07:00,2025-08-18 16:11:00,2025-08-18 16:38:09,2025-08-18 16:51:09,carrier,customer_pickup,27.2,44.2,4,776,3,none,STF024,1,1,blocked_access,snow,afternoon,Monday
RET000198,VEH007683,YARD_DAL_01,2025-03-12 09:33:00,2025-03-12 09:49:00,2025-03-12 10:30:05,2025-03-12 10:40:05,internal_ops,carrier_pickup,41.1,67.1,16,390,1,none,STF080,1,1,equipment_unavailable,clear,midday,Wednesday
RET000199,VEH005877,YARD_AUS_01,2025-09-13 15:56:00,2025-09-13 16:10:00,2025-09-13 16:47:33,2025-09-13 16:58:33,buyer,customer_pickup,37.6,62.6,14,936,1,forklift,STF022,1,1,vehicle_not_found,clear,morning,Saturday
RET000200,VEH001600,YARD_OKC_01,2025-07-20 08:37:00,2025-07-20 08:37:00,2025-07-20 09:06:37,2025-07-20 09:14:37,insurance_partner,customer_pickup,29.6,37.6,0,763,5,none,STF052,1,1,weather,storm,afternoon,Sunday
RET000201,VEH003821,YARD_HOU_01,2025-04-23 16:38:00,2025-04-23 17:00:00,2025-04-23 17:32:10,2025-04-23 17:48:10,carrier,carrier_pickup,32.2,70.2,22,272,0,none,STF064,1,1,blocked_access,rain,midday,Wednesday
RET000202,VEH009087,YARD_OKC_01,2025-08-07 14:14:00,2025-08-07 14:26:00,2025-08-07 14:53:25,2025-08-07 15:06:25,carrier,carrier_pickup,27.4,52.4,12,851,4,none,STF068,1,1,congestion,rain,evening,Thursday
RET000203,VEH009097,YARD_DAL_01,2025-06-19 15:25:00,2025-06-19 15:50:00,2025-06-19 16:19:01,2025-06-19 16:30:01,carrier,customer_pickup,29.0,65.0,25,582,0,none,STF069,1,1,blocked_access,extreme_heat,afternoon,Thursday
RET000204,VEH009823,YARD_DAL_01,2025-04-12 15:02:00,2025-04-12 15:14:00,2025-04-12 15:54:13,2025-04-12 16:03:13,buyer,carrier_pickup,40.2,61.2,12,781,3,forklift,STF005,1,1,blocked_access,clear,morning,Saturday
RET000205,VEH009305,YARD_OKC_01,2025-04-11 15:32:00,2025-04-11 15:51:00,2025-04-11 16:25:43,2025-04-11 16:34:43,carrier,carrier_pickup,34.7,62.7,19,908,1,heavy_tow,STF065,1,1,blocked_access,extreme_heat,midday,Friday
RET000206,VEH002281,YARD_AUS_01,2025-05-31 16:35:00,2025-05-31 16:48:00,2025-05-31 17:27:55,2025-05-31 17:37:55,buyer,carrier_pickup,39.9,62.9,13,643,1,none,STF007,1,1,equipment_unavailable,clear,midday,Saturday
RET000207,VEH006026,YARD_OKC_01,2025-06-28 12:55:00,2025-06-28 13:27:00,2025-06-28 13:47:09,2025-06-28 14:01:09,internal_ops,customer_pickup,20.2,66.2,32,771,0,none,STF067,1,1,equipment_unavailable,extreme_heat,morning,Saturday
RET000208,VEH007095,YARD_AUS_01,2025-07-10 09:00:00,2025-07-10 09:00:00,2025-07-10 09:32:22,2025-07-10 09:40:22,carrier,carrier_pickup,32.4,40.4,0,343,4,none,STF067,1,1,blocked_access,rain,afternoon,Thursday
RET000209,VEH002781,YARD_AUS_01,2025-07-02 13:36:00,2025-07-02 13:44:00,2025-07-02 14:03:09,2025-07-02 14:18:09,insurance_partner,auction_staging,19.2,42.2,8,492,0,none,STF024,1,0,none,clear,morning,Wednesday
RET000210,VEH003545,YARD_HOU_01,2025-08-18 10:05:00,2025-08-18 10:16:00,2025-08-18 10:48:16,2025-08-18 11:04:16,carrier,customer_pickup,32.3,59.3,11,410,6,none,STF075,0,1,congestion,clear,afternoon,Monday
RET000211,VEH009588,YARD_AUS_01,2025-09-08 12:19:00,2025-09-08 12:32:00,2025-09-08 13:01:55,2025-09-08 13:10:55,buyer,carrier_pickup,29.9,51.9,13,465,0,none,STF004,1,1,congestion,clear,afternoon,Monday
RET000212,VEH001793,YARD_HOU_01,2025-08-27 08:09:00,2025-08-27 08:15:00,2025-08-27 08:44:09,2025-08-27 08:58:09,buyer,carrier_pickup,29.2,49.2,6,861,0,none,STF058,1,1,congestion,clear,morning,Wednesday
RET000213,VEH003630,YARD_OKC_01,2025-02-21 10:32:00,2025-02-21 10:43:00,2025-02-21 11:28:23,2025-02-21 11:45:23,insurance_partner,customer_pickup,45.4,73.4,11,1013,4,heavy_tow,STF035,1,1,congestion,clear,midday,Friday
